"time","sunspots"
1768.0833333336,66.1
1768.16666666694,46.3
1768.25000000027,42.7
1768.33333333361,77.7
1768.41666666694,77.4
1768.50000000028,52.6
1768.58333333361,66.8
1768.66666666695,74.8
1768.75000000028,77.8
1768.83333333361,90.6
1768.91666666695,111.8
1769.00000000028,73.9
1769.08333333362,64.2
1769.16666666695,64.3
1769.25000000029,96.7
1769.33333333362,73.6
1769.41666666696,94.4
1769.50000000029,118.6
1769.58333333363,120.3
1769.66666666696,148.8
1769.75000000029,158.2
1769.83333333363,148.1
1769.91666666696,112
1770.0000000003,104
1770.08333333363,142.5
1770.16666666697,80.1
1770.2500000003,51
1770.33333333364,70.1
1770.41666666697,83.3
1770.50000000031,109.8
1770.58333333364,126.3
1770.66666666697,104.4
1770.75000000031,103.6
1770.83333333364,132.2
1770.91666666698,102.3
1771.00000000031,36
1771.08333333365,46.2
1771.16666666698,46.7
1771.25000000032,64.9
1771.33333333365,152.7
1771.41666666698,119.5
1771.50000000032,67.7
1771.58333333365,58.5
1771.66666666699,101.4
1771.75000000032,90
1771.83333333366,99.7
1771.91666666699,95.7
1772.00000000033,100.9
1772.08333333366,90.8
1772.166666667,31.1
1772.25000000033,92.2
1772.33333333366,38
1772.416666667,57
1772.50000000033,77.3
1772.58333333367,56.2
1772.666666667,50.5
1772.75000000034,78.6
1772.83333333367,61.3
1772.91666666701,64
1773.00000000034,54.6
1773.08333333368,29
1773.16666666701,51.2
1773.25000000034,32.9
1773.33333333368,41.1
1773.41666666701,28.4
1773.50000000035,27.7
1773.58333333368,12.7
1773.66666666702,29.3
1773.75000000035,26.3
1773.83333333369,40.9
1773.91666666702,43.2
1774.00000000035,46.8
1774.08333333369,65.4
1774.16666666702,55.7
1774.25000000036,43.8
1774.33333333369,51.3
1774.41666666703,28.5
1774.50000000036,17.5
1774.5833333337,6.6
1774.66666666703,7.9
1774.75000000037,14
1774.8333333337,17.7
1774.91666666703,12.2
1775.00000000037,4.4
1775.0833333337,0
1775.16666666704,11.6
1775.25000000037,11.2
1775.33333333371,3.9
1775.41666666704,12.3
1775.50000000038,1
1775.58333333371,7.9
1775.66666666705,3.2
1775.75000000038,5.6
1775.83333333371,15.1
1775.91666666705,7.9
1776.00000000038,21.7
1776.08333333372,11.6
1776.16666666705,6.3
1776.25000000039,21.8
1776.33333333372,11.2
1776.41666666706,19
1776.50000000039,1
1776.58333333372,24.2
1776.66666666706,16
1776.75000000039,30
1776.83333333373,35
1776.91666666706,40
1777.0000000004,45
1777.08333333373,36.5
1777.16666666707,39
1777.2500000004,95.5
1777.33333333374,80.3
1777.41666666707,80.7
1777.5000000004,95
1777.58333333374,112
1777.66666666707,116.2
1777.75000000041,106.5
1777.83333333374,146
1777.91666666708,157.3
1778.00000000041,177.3
1778.08333333375,109.3
1778.16666666708,134
1778.25000000041,145
1778.33333333375,238.9
1778.41666666708,171.6
1778.50000000042,153
1778.58333333375,140
1778.66666666709,171.7
1778.75000000042,156.3
1778.83333333376,150.3
1778.91666666709,105
1779.00000000043,114.7
1779.08333333376,165.7
1779.16666666709,118
1779.25000000043,145
1779.33333333376,140
1779.4166666671,113.7
1779.50000000043,143
1779.58333333377,112
1779.6666666671,111
1779.75000000044,124
1779.83333333377,114
1779.91666666711,110
1780.00000000044,70
1780.08333333377,98
1780.16666666711,98
1780.25000000044,95
1780.33333333378,107.2
1780.41666666711,88
1780.50000000045,86
1780.58333333378,86
1780.66666666712,93.7
1780.75000000045,77
1780.83333333379,60
1780.91666666712,58.7
1781.00000000045,98.7
1781.08333333379,74.7
1781.16666666712,53
1781.25000000046,68.3
1781.33333333379,104.7
1781.41666666713,97.7
1781.50000000046,73.5
1781.5833333338,66
1781.66666666713,51
1781.75000000046,27.3
1781.8333333338,67
1781.91666666713,35.2
1782.00000000047,54
1782.0833333338,37.5
1782.16666666714,37
1782.25000000047,41
1782.33333333381,54.3
1782.41666666714,38
1782.50000000048,37
1782.58333333381,44
1782.66666666714,34
1782.75000000048,23.2
1782.83333333381,31.5
1782.91666666715,30
1783.00000000048,28
1783.08333333382,38.7
1783.16666666715,26.7
1783.25000000049,28.3
1783.33333333382,23
1783.41666666715,25.2
1783.50000000049,32.2
1783.58333333382,20
1783.66666666716,18
1783.75000000049,8
1783.83333333383,15
1783.91666666716,10.5
1784.0000000005,13
1784.08333333383,8
1784.16666666717,11
1784.2500000005,10
1784.33333333383,6
1784.41666666717,9
1784.5000000005,6
1784.58333333384,10
1784.66666666717,10
1784.75000000051,8
1784.83333333384,17
1784.91666666718,14
1785.00000000051,6.5
1785.08333333385,8
1785.16666666718,9
1785.25000000051,15.7
1785.33333333385,20.7
1785.41666666718,26.3
1785.50000000052,36.3
1785.58333333385,20
1785.66666666719,32
1785.75000000052,47.2
1785.83333333386,40.2
1785.91666666719,27.3
1786.00000000053,37.2
1786.08333333386,47.6
1786.16666666719,47.7
1786.25000000053,85.4
1786.33333333386,92.3
1786.4166666672,59
1786.50000000053,83
1786.58333333387,89.7
1786.6666666672,111.5
1786.75000000054,112.3
1786.83333333387,116
1786.9166666672,112.7
1787.00000000054,134.7
1787.08333333387,106
1787.16666666721,87.4
1787.25000000054,127.2
1787.33333333388,134.8
1787.41666666721,99.2
1787.50000000055,128
1787.58333333388,137.2
1787.66666666722,157.3
1787.75000000055,157
1787.83333333388,141.5
1787.91666666722,174
1788.00000000055,138
1788.08333333389,129.2
1788.16666666722,143.3
1788.25000000056,108.5
1788.33333333389,113
1788.41666666723,154.2
1788.50000000056,141.5
1788.5833333339,136
1788.66666666723,141
1788.75000000056,142
1788.8333333339,94.7
1788.91666666723,129.5
1789.00000000057,114
1789.0833333339,125.3
1789.16666666724,120
1789.25000000057,123.3
1789.33333333391,123.5
1789.41666666724,120
1789.50000000057,117
1789.58333333391,103
1789.66666666724,112
1789.75000000058,89.7
1789.83333333391,134
1789.91666666725,135.5
1790.00000000058,103
1790.08333333392,127.5
1790.16666666725,96.3
1790.25000000059,94
1790.33333333392,93
1790.41666666725,91
1790.50000000059,69.3
1790.58333333392,87
1790.66666666726,77.3
1790.75000000059,84.3
1790.83333333393,82
1790.91666666726,74
1791.0000000006,72.7
1791.08333333393,62
1791.16666666726,74
1791.2500000006,77.2
1791.33333333393,73.7
1791.41666666727,64.2
1791.5000000006,71
1791.58333333394,43
1791.66666666727,66.5
1791.75000000061,61.7
1791.83333333394,67
1791.91666666728,66
1792.00000000061,58
1792.08333333394,64
1792.16666666728,63
1792.25000000061,75.7
1792.33333333395,62
1792.41666666728,61
1792.50000000062,45.8
1792.58333333395,60
1792.66666666729,59
1792.75000000062,59
1792.83333333396,57
1792.91666666729,56
1793.00000000062,56
1793.08333333396,55
1793.16666666729,55.5
1793.25000000063,53
1793.33333333396,52.3
1793.4166666673,51
1793.50000000063,50
1793.58333333397,29.3
1793.6666666673,24
1793.75000000064,47
1793.83333333397,44
1793.9166666673,45.7
1794.00000000064,45
1794.08333333397,44
1794.16666666731,38
1794.25000000064,28.4
1794.33333333398,55.7
1794.41666666731,41.5
1794.50000000065,41
1794.58333333398,40
1794.66666666731,11.1
1794.75000000065,28.5
1794.83333333398,67.4
1794.91666666732,51.4
1795.00000000065,21.4
1795.08333333399,39.9
1795.16666666732,12.6
1795.25000000066,18.6
1795.33333333399,31
1795.41666666733,17.1
1795.50000000066,12.9
1795.58333333399,25.7
1795.66666666733,13.5
1795.75000000066,19.5
1795.833333334,25
1795.91666666733,18
1796.00000000067,22
1796.083333334,23.8
1796.16666666734,15.7
1796.25000000067,31.7
1796.333333334,21
1796.41666666734,6.7
1796.50000000067,26.9
1796.58333333401,1.5
1796.66666666734,18.4
1796.75000000068,11
1796.83333333401,8.4
1796.91666666735,5.1
1797.00000000068,14.4
1797.08333333402,4.2
1797.16666666735,4
1797.25000000068,4
1797.33333333402,7.3
1797.41666666735,11.1
1797.50000000069,4.3
1797.58333333402,6
1797.66666666736,5.7
1797.75000000069,6.9
1797.83333333403,5.8
1797.91666666736,3
1798.0000000007,2
1798.08333333403,4
1798.16666666736,12.4
1798.2500000007,1.1
1798.33333333403,0
1798.41666666737,0
1798.5000000007,0
1798.58333333404,3
1798.66666666737,2.4
1798.75000000071,1.5
1798.83333333404,12.5
1798.91666666738,9.9
1799.00000000071,1.6
1799.08333333404,12.6
1799.16666666738,21.7
1799.25000000071,8.4
1799.33333333405,8.2
1799.41666666738,10.6
1799.50000000072,2.1
1799.58333333405,0
1799.66666666739,0
1799.75000000072,4.6
1799.83333333405,2.7
1799.91666666739,8.6
1800.00000000072,6.9
1800.08333333406,9.3
1800.16666666739,13.9
1800.25000000073,0
1800.33333333406,5
1800.4166666674,23.7
1800.50000000073,21
1800.58333333407,19.5
1800.6666666674,11.5
1800.75000000073,12.3
1800.83333333407,10.5
1800.9166666674,40.1
1801.00000000074,27
1801.08333333407,29
1801.16666666741,30
1801.25000000074,31
1801.33333333408,32
1801.41666666741,31.2
1801.50000000074,35
1801.58333333408,38.7
1801.66666666741,33.5
1801.75000000075,32.6
1801.83333333408,39.8
1801.91666666742,48.2
1802.00000000075,47.8
1802.08333333409,47
1802.16666666742,40.8
1802.25000000076,42
1802.33333333409,44
1802.41666666742,46
1802.50000000076,48
1802.58333333409,50
1802.66666666743,51.8
1802.75000000076,38.5
1802.8333333341,34.5
1802.91666666743,50
1803.00000000077,50
1803.0833333341,50.8
1803.16666666744,29.5
1803.25000000077,25
1803.3333333341,44.3
1803.41666666744,36
1803.50000000077,48.3
1803.58333333411,34.1
1803.66666666744,45.3
1803.75000000078,54.3
1803.83333333411,51
1803.91666666745,48
1804.00000000078,45.3
1804.08333333411,48.3
1804.16666666745,48
1804.25000000078,50.6
1804.33333333412,33.4
1804.41666666745,34.8
1804.50000000079,29.8
1804.58333333412,43.1
1804.66666666746,53
1804.75000000079,62.3
1804.83333333413,61
1804.91666666746,60
1805.00000000079,61
1805.08333333413,44.1
1805.16666666746,51.4
1805.2500000008,37.5
1805.33333333413,39
1805.41666666747,40.5
1805.5000000008,37.6
1805.58333333414,42.7
1805.66666666747,44.4
1805.75000000081,29.4
1805.83333333414,41
1805.91666666747,38.3
1806.00000000081,39
1806.08333333414,29.6
1806.16666666748,32.7
1806.25000000081,27.7
1806.33333333415,26.4
1806.41666666748,25.6
1806.50000000082,30
1806.58333333415,26.3
1806.66666666748,24
1806.75000000082,27
1806.83333333415,25
1806.91666666749,24
1807.00000000082,12
1807.08333333416,12.2
1807.16666666749,9.6
1807.25000000083,23.8
1807.33333333416,10
1807.4166666675,12
1807.50000000083,12.7
1807.58333333416,12
1807.6666666675,5.7
1807.75000000083,8
1807.83333333417,2.6
1807.9166666675,0
1808.00000000084,0
1808.08333333417,4.5
1808.16666666751,0
1808.25000000084,12.3
1808.33333333418,13.5
1808.41666666751,13.5
1808.50000000084,6.7
1808.58333333418,8
1808.66666666751,11.7
1808.75000000085,4.7
1808.83333333418,10.5
1808.91666666752,12.3
1809.00000000085,7.2
1809.08333333419,9.2
1809.16666666752,0.9
1809.25000000085,2.5
1809.33333333419,2
1809.41666666752,7.7
1809.50000000086,0.3
1809.58333333419,0.2
1809.66666666753,0.4
1809.75000000086,0
1809.8333333342,0
1809.91666666753,0
1810.00000000087,0
1810.0833333342,0
1810.16666666753,0
1810.25000000087,0
1810.3333333342,0
1810.41666666754,0
1810.50000000087,0
1810.58333333421,0
1810.66666666754,0
1810.75000000088,0
1810.83333333421,0
1810.91666666755,0
1811.00000000088,0
1811.08333333421,0
1811.16666666755,0
1811.25000000088,0
1811.33333333422,0
1811.41666666755,0
1811.50000000089,6.6
1811.58333333422,0
1811.66666666756,2.4
1811.75000000089,6.1
1811.83333333423,0.8
1811.91666666756,1.1
1812.00000000089,11.3
1812.08333333423,1.9
1812.16666666756,0.7
1812.2500000009,0
1812.33333333423,1
1812.41666666757,1.3
1812.5000000009,0.5
1812.58333333424,15.6
1812.66666666757,5.2
1812.7500000009,3.9
1812.83333333424,7.9
1812.91666666757,10.1
1813.00000000091,0
1813.08333333424,10.3
1813.16666666758,1.9
1813.25000000091,16.6
1813.33333333425,5.5
1813.41666666758,11.2
1813.50000000092,18.3
1813.58333333425,8.4
1813.66666666758,15.3
1813.75000000092,27.8
1813.83333333425,16.7
1813.91666666759,14.3
1814.00000000092,22.2
1814.08333333426,12
1814.16666666759,5.7
1814.25000000093,23.8
1814.33333333426,5.8
1814.41666666759,14.9
1814.50000000093,18.5
1814.58333333426,2.3
1814.6666666676,8.1
1814.75000000093,19.3
1814.83333333427,14.5
1814.9166666676,20.1
1815.00000000094,19.2
1815.08333333427,32.2
1815.16666666761,26.2
1815.25000000094,31.6
1815.33333333427,9.8
1815.41666666761,55.9
1815.50000000094,35.5
1815.58333333428,47.2
1815.66666666761,31.5
1815.75000000095,33.5
1815.83333333428,37.2
1815.91666666762,65
1816.00000000095,26.3
1816.08333333429,68.8
1816.16666666762,73.7
1816.25000000095,58.8
1816.33333333429,44.3
1816.41666666762,43.6
1816.50000000096,38.8
1816.58333333429,23.2
1816.66666666763,47.8
1816.75000000096,56.4
1816.8333333343,38.1
1816.91666666763,29.9
1817.00000000096,36.4
1817.0833333343,57.9
1817.16666666763,96.2
1817.25000000097,26.4
1817.3333333343,21.2
1817.41666666764,40
1817.50000000097,50
1817.58333333431,45
1817.66666666764,36.7
1817.75000000098,25.6
1817.83333333431,28.9
1817.91666666764,28.4
1818.00000000098,34.9
1818.08333333431,22.4
1818.16666666765,25.4
1818.25000000098,34.5
1818.33333333432,53.1
1818.41666666765,36.4
1818.50000000099,28
1818.58333333432,31.5
1818.66666666766,26.1
1818.75000000099,31.7
1818.83333333432,10.9
1818.91666666766,25.8
1819.00000000099,32.5
1819.08333333433,20.7
1819.16666666766,3.7
1819.250000001,20.2
1819.33333333433,19.6
1819.41666666767,35
1819.500000001,31.4
1819.58333333433,26.1
1819.66666666767,14.9
1819.750000001,27.5
1819.83333333434,25.1
1819.91666666767,30.6
1820.00000000101,19.2
1820.08333333434,26.6
1820.16666666768,4.5
1820.25000000101,19.4
1820.33333333435,29.3
1820.41666666768,10.8
1820.50000000101,20.6
1820.58333333435,25.9
1820.66666666768,5.2
1820.75000000102,9
1820.83333333435,7.9
1820.91666666769,9.7
1821.00000000102,21.5
1821.08333333436,4.3
1821.16666666769,5.7
1821.25000000103,9.2
1821.33333333436,1.7
1821.41666666769,1.8
1821.50000000103,2.5
1821.58333333436,4.8
1821.6666666677,4.4
1821.75000000103,18.8
1821.83333333437,4.4
1821.9166666677,0
1822.00000000104,0
1822.08333333437,0.9
1822.1666666677,16.1
1822.25000000104,13.5
1822.33333333437,1.5
1822.41666666771,5.6
1822.50000000104,7.9
1822.58333333438,2.1
1822.66666666771,0
1822.75000000105,0.4
1822.83333333438,0
1822.91666666772,0
1823.00000000105,0
1823.08333333438,0
1823.16666666772,0.6
1823.25000000105,0
1823.33333333439,0
1823.41666666772,0
1823.50000000106,0.5
1823.58333333439,0
1823.66666666773,0
1823.75000000106,0
1823.8333333344,0
1823.91666666773,20.4
1824.00000000106,21.6
1824.0833333344,10.8
1824.16666666773,0
1824.25000000107,19.4
1824.3333333344,2.8
1824.41666666774,0
1824.50000000107,0
1824.58333333441,1.4
1824.66666666774,20.5
1824.75000000107,25.2
1824.83333333441,0
1824.91666666774,0.8
1825.00000000108,5
1825.08333333441,15.5
1825.16666666775,22.4
1825.25000000108,3.8
1825.33333333442,15.4
1825.41666666775,15.4
1825.50000000109,30.9
1825.58333333442,25.4
1825.66666666775,15.7
1825.75000000109,15.6
1825.83333333442,11.7
1825.91666666776,22
1826.00000000109,17.7
1826.08333333443,18.2
1826.16666666776,36.7
1826.2500000011,24
1826.33333333443,32.4
1826.41666666777,37.1
1826.5000000011,52.5
1826.58333333443,39.6
1826.66666666777,18.9
1826.7500000011,50.6
1826.83333333444,39.5
1826.91666666777,68.1
1827.00000000111,34.6
1827.08333333444,47.4
1827.16666666778,57.8
1827.25000000111,46
1827.33333333444,56.3
1827.41666666778,56.7
1827.50000000111,42.9
1827.58333333445,53.7
1827.66666666778,49.6
1827.75000000112,57.2
1827.83333333445,48.2
1827.91666666779,46.1
1828.00000000112,52.8
1828.08333333446,64.4
1828.16666666779,65
1828.25000000112,61.1
1828.33333333446,89.1
1828.41666666779,98
1828.50000000113,54.3
1828.58333333446,76.4
1828.6666666678,50.4
1828.75000000113,54.7
1828.83333333447,57
1828.9166666678,46.6
1829.00000000114,43
1829.08333333447,49.4
1829.1666666678,72.3
1829.25000000114,95
1829.33333333447,67.5
1829.41666666781,73.9
1829.50000000114,90.8
1829.58333333448,78.3
1829.66666666781,52.8
1829.75000000115,57.2
1829.83333333448,67.6
1829.91666666781,56.5
1830.00000000115,52.2
1830.08333333448,72.1
1830.16666666782,84.6
1830.25000000115,107.1
1830.33333333449,66.3
1830.41666666782,65.1
1830.50000000116,43.9
1830.58333333449,50.7
1830.66666666783,62.1
1830.75000000116,84.4
1830.83333333449,81.2
1830.91666666783,82.1
1831.00000000116,47.5
1831.0833333345,50.1
1831.16666666783,93.4
1831.25000000117,54.6
1831.3333333345,38.1
1831.41666666784,33.4
1831.50000000117,45.2
1831.58333333451,54.9
1831.66666666784,37.9
1831.75000000117,46.2
1831.83333333451,43.5
1831.91666666784,28.9
1832.00000000118,30.9
1832.08333333451,55.5
1832.16666666785,55.1
1832.25000000118,26.9
1832.33333333452,41.3
1832.41666666785,26.7
1832.50000000118,13.9
1832.58333333452,8.9
1832.66666666785,8.2
1832.75000000119,21.1
1832.83333333452,14.3
1832.91666666786,27.5
1833.00000000119,11.3
1833.08333333453,14.9
1833.16666666786,11.8
1833.2500000012,2.8
1833.33333333453,12.9
1833.41666666786,1
1833.5000000012,7
1833.58333333453,5.7
1833.66666666787,11.6
1833.7500000012,7.5
1833.83333333454,5.9
1833.91666666787,9.9
1834.00000000121,4.9
1834.08333333454,18.1
1834.16666666788,3.9
1834.25000000121,1.4
1834.33333333454,8.8
1834.41666666788,7.8
1834.50000000121,8.7
1834.58333333455,4
1834.66666666788,11.5
1834.75000000122,24.8
1834.83333333455,30.5
1834.91666666789,34.5
1835.00000000122,7.5
1835.08333333455,24.5
1835.16666666789,19.7
1835.25000000122,61.5
1835.33333333456,43.6
1835.41666666789,33.2
1835.50000000123,59.8
1835.58333333456,59
1835.6666666679,100.8
1835.75000000123,95.2
1835.83333333457,100
1835.9166666679,77.5
1836.00000000123,88.6
1836.08333333457,107.6
1836.1666666679,98.1
1836.25000000124,142.9
1836.33333333457,111.4
1836.41666666791,124.7
1836.50000000124,116.7
1836.58333333458,107.8
1836.66666666791,95.1
1836.75000000125,137.4
1836.83333333458,120.9
1836.91666666791,206.2
1837.00000000125,188
1837.08333333458,175.6
1837.16666666792,134.6
1837.25000000125,138.2
1837.33333333459,111.3
1837.41666666792,158
1837.50000000126,162.8
1837.58333333459,134
1837.66666666792,96.3
1837.75000000126,123.7
1837.83333333459,107
1837.91666666793,129.8
1838.00000000126,144.9
1838.0833333346,84.8
1838.16666666793,140.8
1838.25000000127,126.6
1838.3333333346,137.6
1838.41666666794,94.5
1838.50000000127,108.2
1838.5833333346,78.8
1838.66666666794,73.6
1838.75000000127,90.8
1838.83333333461,77.4
1838.91666666794,79.8
1839.00000000128,107.6
1839.08333333461,102.5
1839.16666666795,77.7
1839.25000000128,61.8
1839.33333333462,53.8
1839.41666666795,54.6
1839.50000000128,84.7
1839.58333333462,131.2
1839.66666666795,132.7
1839.75000000129,90.8
1839.83333333462,68.8
1839.91666666796,63.6
1840.00000000129,81.2
1840.08333333463,87.7
1840.16666666796,55.5
1840.25000000129,65.9
1840.33333333463,69.2
1840.41666666796,48.5
1840.5000000013,60.7
1840.58333333463,57.8
1840.66666666797,74
1840.7500000013,49.8
1840.83333333464,54.3
1840.91666666797,53.7
1841.00000000131,24
1841.08333333464,29.9
1841.16666666797,29.7
1841.25000000131,42.6
1841.33333333464,67.4
1841.41666666798,55.7
1841.50000000131,30.8
1841.58333333465,39.3
1841.66666666798,35.1
1841.75000000132,28.5
1841.83333333465,19.8
1841.91666666799,38.8
1842.00000000132,20.4
1842.08333333465,22.1
1842.16666666799,21.7
1842.25000000132,26.9
1842.33333333466,24.9
1842.41666666799,20.5
1842.50000000133,12.6
1842.58333333466,26.5
1842.666666668,18.5
1842.75000000133,38.1
1842.83333333466,40.5
1842.916666668,17.6
1843.00000000133,13.3
1843.08333333467,3.5
1843.166666668,8.3
1843.25000000134,8.8
1843.33333333467,21.1
1843.41666666801,10.5
1843.50000000134,9.5
1843.58333333468,11.8
1843.66666666801,4.2
1843.75000000134,5.3
1843.83333333468,19.1
1843.91666666801,12.7
1844.00000000135,9.4
1844.08333333468,14.7
1844.16666666802,13.6
1844.25000000135,20.8
1844.33333333469,12
1844.41666666802,3.7
1844.50000000136,21.2
1844.58333333469,23.9
1844.66666666802,6.9
1844.75000000136,21.5
1844.83333333469,10.7
1844.91666666803,21.6
1845.00000000136,25.7
1845.0833333347,43.6
1845.16666666803,43.3
1845.25000000137,56.9
1845.3333333347,47.8
1845.41666666803,31.1
1845.50000000137,30.6
1845.5833333347,32.3
1845.66666666804,29.6
1845.75000000137,40.7
1845.83333333471,39.4
1845.91666666804,59.7
1846.00000000138,38.7
1846.08333333471,51
1846.16666666805,63.9
1846.25000000138,69.2
1846.33333333471,59.9
1846.41666666805,65.1
1846.50000000138,46.5
1846.58333333472,54.8
1846.66666666805,107.1
1846.75000000139,55.9
1846.83333333472,60.4
1846.91666666806,65.5
1847.00000000139,62.6
1847.08333333473,44.9
1847.16666666806,85.7
1847.25000000139,44.7
1847.33333333473,75.4
1847.41666666806,85.3
1847.5000000014,52.2
1847.58333333473,140.6
1847.66666666807,161.2
1847.7500000014,180.4
1847.83333333474,138.9
1847.91666666807,109.6
1848.0000000014,159.1
1848.08333333474,111.8
1848.16666666807,108.9
1848.25000000141,107.1
1848.33333333474,102.2
1848.41666666808,123.8
1848.50000000141,139.2
1848.58333333475,132.5
1848.66666666808,100.3
1848.75000000142,132.4
1848.83333333475,114.6
1848.91666666808,159.9
1849.00000000142,156.7
1849.08333333475,131.7
1849.16666666809,96.5
1849.25000000142,102.5
1849.33333333476,80.6
1849.41666666809,81.2
1849.50000000143,78
1849.58333333476,61.3
1849.6666666681,93.7
1849.75000000143,71.5
1849.83333333476,99.7
1849.9166666681,97
1850.00000000143,78
1850.08333333477,89.4
1850.1666666681,82.6
1850.25000000144,44.1
1850.33333333477,61.6
1850.41666666811,70
1850.50000000144,39.1
1850.58333333477,61.6
1850.66666666811,86.2
1850.75000000144,71
1850.83333333478,54.8
1850.91666666811,60
