"id","disp.sunshine","disp.kleebler","disp.nabisco","disp.private","feat.sunshine","feat.kleebler","feat.nabisco","feat.private","price.sunshine","price.kleebler","price.nabisco","price.private","choice"
6,0,0,0,0,0,0,0,0,109,109,119.00001,55.000001,"private"
6,0,0,0,0,0,0,0,0,109,109,119.00001,55.000001,"private"
6,1,0,0,0,0,0,0,0,88.999999,115,99.000001,60.000002,"nabisco"
6,0,0,0,0,0,0,0,0,109,119.00001,74.000001,70.999998,"nabisco"
6,0,0,0,0,0,0,0,0,109,119.00001,99.000001,55.000001,"private"
6,0,0,0,0,0,0,0,0,98.000002,119.00001,99.000001,55.000001,"private"
6,0,0,0,0,0,0,0,0,98.000002,119.00001,99.000001,55.000001,"private"
6,0,0,0,0,0,0,0,0,98.000002,109,129,55.000001,"private"
6,0,0,1,0,0,0,0,0,98.000002,121,119.00001,55.000001,"private"
6,0,0,1,0,0,0,0,0,98.000002,119.00001,129,55.000001,"private"
6,0,0,0,0,0,0,0,0,98.000002,119.00001,129,55.000001,"private"
6,0,0,0,0,0,0,0,0,79.000002,121,109,55.000001,"private"
6,0,0,0,0,0,0,0,0,79.000002,121,109,55.000001,"private"
6,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private"
6,0,0,1,0,0,0,0,0,88.999999,121,99.000001,58.999997,"private"
6,0,1,1,0,0,0,0,0,109,109,129,58.999997,"private"
6,0,0,1,0,0,0,0,0,94.999999,119.00001,129,58.999997,"private"
6,0,0,0,0,0,0,0,0,109,122,129,58.999997,"private"
6,0,0,0,0,0,0,0,0,129,104,123,58.999997,"private"
7,0,0,0,0,0,0,0,0,79.000002,99.000001,69,69,"nabisco"
7,0,1,1,0,0,1,0,0,88.999999,88.999999,99.000001,61.000001,"kleebler"
7,0,0,0,0,0,0,0,0,95.999998,119.00001,49.000001,68.000001,"nabisco"
7,1,0,1,0,0,0,0,1,79.000002,125,105.99999,49.000001,"sunshine"
7,0,0,1,0,0,0,1,0,93.000001,99.000001,98.000002,57.999998,"kleebler"
7,0,0,0,0,0,0,0,0,97.000003,115,99.000001,61.000001,"nabisco"
7,0,0,0,0,0,1,0,0,109,119.00001,115,73.000002,"nabisco"
7,0,0,0,0,0,0,0,0,109,135,129,79.000002,"nabisco"
7,0,0,0,0,0,0,0,0,105,129,125,61.000001,"nabisco"
7,0,0,1,0,0,0,0,0,109,121,99.000001,83.999997,"nabisco"
7,0,0,0,0,0,0,0,0,119.00001,129,129,88.999999,"kleebler"
7,0,1,0,1,0,0,0,0,93.000001,112,98.000002,63,"nabisco"
7,0,0,0,0,0,0,0,0,119.00001,129,129,88.999999,"nabisco"
7,0,1,0,0,0,0,0,0,109,121,58.999997,81.999999,"nabisco"
7,0,1,0,0,0,0,0,0,109,121,58.999997,81.999999,"nabisco"
7,0,1,1,1,0,1,0,0,105,99.000001,125,61.000001,"kleebler"
7,0,0,1,0,0,0,0,0,105,129,99.000001,61.000001,"nabisco"
8,0,0,0,0,0,0,0,0,69,88,120,70.999998,"nabisco"
8,0,0,1,0,0,0,0,0,99.000001,109,99.000001,70.999998,"nabisco"
8,0,0,0,0,0,0,0,0,79.000002,109,109,77.999997,"nabisco"
8,1,0,0,0,0,0,0,0,99.000001,109,88.999999,77.999997,"nabisco"
8,0,0,0,0,0,0,0,0,79.000002,105,99.000001,77.999997,"nabisco"
8,0,0,0,0,0,0,0,0,98.000002,105,109,77.999997,"nabisco"
8,0,0,0,0,0,0,0,0,98.000002,109,88.999999,77.999997,"nabisco"
8,0,0,0,0,0,0,0,0,88.999999,115,88.999999,79.000002,"nabisco"
8,0,0,0,0,0,0,0,0,103,109,119.00001,63.999999,"nabisco"
8,0,0,0,0,0,0,0,0,109,109,119.00001,63.999999,"nabisco"
8,0,0,0,0,0,0,0,0,109,109,119.00001,77.999997,"nabisco"
8,0,0,0,0,0,0,0,0,98.000002,119.00001,99.000001,77.999997,"nabisco"
8,0,0,0,0,0,0,0,0,98.000002,119.00001,99.000001,77.999997,"nabisco"
8,0,0,0,0,0,0,0,0,98.000002,109,129,77.999997,"nabisco"
8,0,0,1,1,0,0,0,0,98.000002,121,119.00001,63.999999,"nabisco"
8,0,0,0,1,0,0,0,0,98.000002,121,119.00001,63.999999,"nabisco"
8,0,0,0,0,0,0,0,0,98.000002,119.00001,129,77.999997,"nabisco"
8,0,0,0,0,0,0,0,0,79.000002,121,109,77.999997,"nabisco"
8,0,0,1,0,0,0,0,0,79.000002,121,109,88,"nabisco"
8,0,0,1,0,0,0,0,0,109,121,129,79.000002,"nabisco"
8,0,0,1,0,0,0,0,0,109,109,109,95.999998,"nabisco"
8,0,0,1,0,0,0,0,0,109,121,129,93.000001,"nabisco"
8,0,0,0,0,0,0,0,0,109,121,109,86.000001,"nabisco"
8,0,1,1,0,0,1,0,0,88.999999,109,129,95.999998,"nabisco"
8,0,0,0,0,0,0,0,0,94.999999,125,99.000001,81.999999,"nabisco"
8,0,0,1,1,0,0,0,0,129,104,129,95.999998,"nabisco"
9,0,0,0,0,0,0,0,0,49.000001,109,109,77.999997,"sunshine"
9,1,0,0,0,0,0,0,0,49.000001,109,109,77.999997,"sunshine"
9,0,0,0,0,0,0,0,0,103,109,119.00001,63.999999,"sunshine"
9,0,0,0,0,0,0,0,0,109,109,119.00001,77.999997,"sunshine"
9,0,0,0,0,0,0,0,0,88.999999,109,119.00001,83.999997,"sunshine"
9,0,0,1,0,0,0,0,0,109,109,129,88.999999,"private"
9,0,0,0,0,0,0,0,0,95.999998,139,115,68.000001,"nabisco"
9,0,0,0,0,0,0,0,0,79.000002,121,119.00001,63.999999,"sunshine"
9,1,0,1,0,1,0,0,0,79.000002,121,109,77.999997,"sunshine"
9,1,0,1,0,0,0,0,0,79.000002,121,109,88,"sunshine"
9,1,0,1,0,0,0,0,0,79.000002,121,109,88,"sunshine"
9,0,0,1,0,0,0,0,0,109,121,129,79.000002,"nabisco"
9,0,0,0,0,0,0,0,0,109,121,109,83.999997,"sunshine"
9,0,0,0,0,0,0,1,0,88.999999,121,99.000001,86.000001,"nabisco"
9,1,0,0,0,0,0,0,0,88.999999,121,99.000001,86.000001,"sunshine"
9,0,1,0,0,0,0,0,0,109,109,129,95.999998,"kleebler"
9,0,0,0,0,0,0,1,0,95.999998,139,109,68.000001,"nabisco"
9,0,0,0,0,0,0,0,0,109,109,129,79.000002,"sunshine"
9,0,0,0,0,0,0,0,0,129,104,129,95.999998,"sunshine"
10,0,0,0,0,0,0,0,0,69,88,120,70.999998,"nabisco"
10,1,0,1,0,0,0,0,0,98.000002,99.000001,99.000001,70.999998,"nabisco"
10,0,0,1,0,0,0,0,0,99.000001,109,88.999999,70.999998,"nabisco"
10,0,0,0,0,0,0,0,0,99.000001,109,99.000001,70.999998,"nabisco"
10,1,0,0,0,0,0,0,0,49.000001,109,109,77.999997,"nabisco"
10,1,0,0,0,0,0,0,0,49.000001,109,109,77.999997,"nabisco"
10,1,0,0,0,0,0,0,0,58.999997,109,88.999999,77.999997,"nabisco"
10,1,0,0,0,0,0,0,0,79.000002,109,88.999999,77.999997,"nabisco"
10,1,0,0,0,0,0,0,0,79.000002,105,109,77.999997,"nabisco"
10,1,0,0,0,0,0,0,0,79.000002,109,88.999999,77.999997,"nabisco"
10,0,0,0,0,0,0,0,0,103,109,88.999999,77.999997,"nabisco"
10,0,0,0,0,0,0,0,0,103,109,119.00001,63.999999,"nabisco"
10,0,0,0,0,0,0,0,0,109,109,119.00001,63.999999,"nabisco"
10,0,0,0,0,0,0,0,0,99.000001,109,119.00001,70.999998,"nabisco"
10,0,0,0,0,0,0,0,0,88.999999,109,119.00001,83.999997,"nabisco"
10,0,0,0,0,0,0,0,0,88.999999,109,119.00001,77.999997,"nabisco"
10,0,0,0,0,0,0,0,0,88.999999,119.00001,99.000001,77.999997,"nabisco"
10,0,0,0,1,0,0,1,0,109,121,119.00001,69,"private"
10,0,0,0,1,0,0,1,1,97.000003,115,109,56.999999,"nabisco"
10,0,0,0,0,0,0,0,0,79.000002,121,119.00001,63.999999,"nabisco"
10,1,0,0,1,0,0,0,0,79.000002,119.00001,129,77.999997,"nabisco"
10,0,0,1,0,0,0,0,0,109,119.00001,129,88.999999,"private"
10,0,0,1,0,0,0,0,0,109,121,109,77.999997,"nabisco"
10,1,0,1,0,1,0,0,0,79.000002,121,83.999997,77.999997,"nabisco"
10,0,0,0,0,0,0,1,0,97.000003,125,109,60.000002,"nabisco"
10,1,0,0,0,0,0,0,0,79.000002,121,109,77.999997,"nabisco"
10,1,0,0,0,0,0,0,0,79.000002,121,109,88,"nabisco"
10,1,0,1,0,0,0,0,0,79.000002,121,109,88,"nabisco"
10,0,0,1,0,0,0,0,0,109,121,109,79.000002,"nabisco"
10,0,0,1,0,0,0,0,0,109,121,129,79.000002,"nabisco"
10,0,0,0,0,0,0,0,0,97.000003,125,100,64.999998,"nabisco"
10,0,0,0,0,0,0,0,0,109,121,109,92.000002,"nabisco"
10,0,0,0,0,0,0,0,0,105,125,99.000001,64.999998,"nabisco"
10,0,0,1,0,0,0,0,0,105,125,99.000001,64.999998,"nabisco"
10,0,0,0,0,0,0,0,0,109,121,99.000001,86.000001,"nabisco"
10,0,0,1,0,0,0,0,0,94.999999,125,99.000001,81.999999,"nabisco"
10,0,0,0,0,0,0,0,0,105,129,129,58.999997,"nabisco"
10,0,0,1,0,0,0,0,0,105,129,99.000001,58.999997,"nabisco"
10,0,0,1,0,0,0,0,0,105,129,99.000001,58.999997,"nabisco"
10,0,0,0,0,0,0,0,0,94.999999,104,99.000001,72.000003,"nabisco"
10,0,0,0,0,0,0,0,0,129,104,129,95.999998,"nabisco"
11,0,0,0,0,0,0,0,0,88.999999,99.000001,88.999999,64.999998,"nabisco"
11,0,0,1,1,0,0,0,1,88.999999,99.000001,88.999999,50,"nabisco"
11,0,1,1,0,0,1,0,0,88.999999,88.999999,99.000001,61.000001,"nabisco"
11,0,0,0,1,0,0,0,1,88.999999,99.000001,88.999999,50,"nabisco"
11,0,0,1,0,0,0,1,0,88.999999,99.000001,88.999999,64.999998,"nabisco"
11,0,0,1,0,0,0,0,0,88.999999,99.000001,88.999999,64.999998,"nabisco"
11,0,0,0,0,0,0,0,0,88.999999,99.000001,105,64.999998,"nabisco"
11,0,0,0,0,0,0,1,0,88.999999,105,88.999999,64.999998,"nabisco"
11,0,0,1,0,0,0,0,0,88.999999,102,105,64.999998,"nabisco"
11,0,0,1,0,0,0,1,0,88.999999,102,88.999999,49.000001,"nabisco"
11,1,1,0,0,1,1,0,0,88,99.000001,115,64.999998,"kleebler"
11,0,0,1,0,0,0,0,0,109,109,129,77.999997,"nabisco"
11,0,0,1,0,0,0,0,0,88,115,109,64.999998,"nabisco"
11,0,0,0,0,0,0,0,0,88,99.000001,125,64.999998,"kleebler"
11,0,0,1,0,0,0,0,0,88,125,74.000001,64.999998,"nabisco"
11,1,0,1,0,0,0,0,0,79.000002,121,109,77.999997,"nabisco"
11,0,0,0,0,0,0,0,0,97.000003,125,125,64.999998,"nabisco"
11,0,0,0,0,0,0,1,0,97.000003,125,109,64.999998,"nabisco"
11,0,0,1,0,0,0,1,0,97.000003,117,109,64.999998,"nabisco"
11,0,0,1,0,0,0,0,0,105,125,99.000001,64.999998,"nabisco"
11,0,0,1,1,0,0,1,0,105,125,99.000001,64.999998,"nabisco"
11,0,0,1,1,0,0,0,0,105,117,129,58.999997,"private"
11,0,0,1,0,0,0,0,0,94.999999,125,99.000001,58.999997,"private"
11,0,0,1,0,0,0,0,0,105,117,99.000001,64.999998,"nabisco"
11,0,0,1,0,0,0,0,0,105,99.000001,99.000001,64.999998,"nabisco"
11,0,0,0,1,0,0,0,1,124,105,98.000002,38,"private"
12,0,0,0,0,0,0,0,0,98.000002,88,88.999999,55.000001,"private"
12,0,0,1,0,0,0,0,0,99.000001,99.000001,109,55.000001,"private"
12,1,0,0,0,1,0,0,0,49.000001,109,109,55.000001,"private"
12,1,0,0,0,0,0,0,0,58.999997,109,88.999999,55.000001,"private"
12,1,0,0,0,0,0,0,0,99.000001,105,109,55.000001,"private"
12,1,0,0,0,0,0,0,0,79.000002,105,109,55.000001,"private"
12,0,0,0,0,0,0,0,0,103,109,88.999999,55.000001,"private"
12,0,0,0,0,0,0,0,0,103,109,88.999999,55.000001,"private"
12,0,0,0,0,0,0,0,0,103,109,119.00001,55.000001,"private"
12,0,0,0,0,0,0,0,0,109,109,119.00001,55.000001,"private"
12,0,0,0,0,0,0,0,0,109,109,119.00001,55.000001,"private"
12,0,0,0,0,0,0,0,0,99.000001,109,119.00001,55.000001,"private"
12,0,0,0,0,0,0,0,0,109,119.00001,99.000001,55.000001,"private"
12,0,0,0,0,0,0,0,0,88.999999,109,119.00001,55.000001,"private"
12,0,0,1,0,0,0,0,0,109,109,129,55.000001,"private"
12,0,0,0,0,0,0,0,0,109,109,129,55.000001,"private"
12,0,0,0,0,0,0,1,0,109,121,119.00001,55.000001,"private"
12,1,0,0,0,0,0,0,0,79.000002,121,119.00001,55.000001,"private"
12,0,0,0,0,0,0,0,0,79.000002,121,119.00001,55.000001,"private"
12,1,0,0,1,0,0,0,0,79.000002,119.00001,129,77.999997,"sunshine"
12,0,0,0,0,0,0,0,0,109,119.00001,129,55.000001,"private"
12,0,0,1,0,0,0,0,0,109,119.00001,129,55.000001,"private"
12,0,0,1,0,0,0,0,0,109,121,109,55.000001,"private"
12,1,0,1,0,0,0,0,0,79.000002,121,109,55.000001,"private"
12,1,0,1,0,0,0,0,0,79.000002,121,109,58.999997,"private"
12,0,0,1,0,0,0,0,0,109,121,109,58.999997,"private"
12,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private"
12,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private"
12,0,0,1,0,0,0,0,0,109,109,109,58.999997,"private"
12,0,0,0,0,0,0,0,0,98.000002,113,111,58.999997,"private"
12,0,0,1,0,0,0,0,0,109,113,109,58.999997,"private"
12,0,0,1,0,0,0,0,0,109,120,119.00001,58.999997,"private"
12,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private"
12,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private"
12,0,0,0,0,0,0,0,0,109,121,109,58.999997,"private"
12,0,0,0,0,0,0,0,0,109,121,109,58.999997,"private"
12,0,0,0,0,0,0,0,0,109,121,109,58.999997,"private"
12,0,0,0,0,1,0,0,0,88.999999,121,99.000001,58.999997,"private"
12,1,0,0,0,0,0,0,0,88.999999,121,99.000001,58.999997,"private"
12,1,1,1,0,0,1,0,0,88.999999,120,129,58.999997,"private"
12,1,1,1,0,0,0,0,0,109,115,129,58.999997,"private"
12,0,1,0,0,0,0,0,0,109,104,129,58.999997,"private"
12,0,1,0,0,0,0,0,0,109,104,129,58.999997,"private"
12,0,1,0,0,0,0,0,0,109,125,99.000001,58.999997,"private"
12,0,0,1,0,0,0,0,0,94.999999,125,99.000001,58.999997,"private"
12,0,0,1,0,0,0,0,0,94.999999,121,99.000001,58.999997,"private"
12,0,0,0,0,0,0,0,0,94.999999,119.00001,129,58.999997,"private"
12,0,0,0,0,0,0,0,0,109,109,129,58.999997,"private"
12,0,0,0,0,0,0,0,0,109,121,129,58.999997,"private"
12,0,0,0,0,0,0,0,0,109,104,99.000001,58.999997,"private"
12,0,0,0,0,0,0,0,0,94.999999,104,99.000001,58.999997,"private"
12,0,0,1,0,0,0,0,0,129,104,129,58.999997,"private"
12,0,0,0,1,0,0,0,1,124,105,98.000002,38,"private"
13,0,0,0,0,0,0,0,0,69,88,88.999999,55.000001,"private"
13,1,0,0,0,0,0,0,0,49.000001,109,109,55.000001,"private"
13,1,0,0,0,0,0,0,0,99.000001,109,88.999999,55.000001,"private"
13,1,0,0,0,0,0,0,0,79.000002,105,109,55.000001,"private"
13,1,0,0,0,0,0,0,0,79.000002,105,109,77.999997,"sunshine"
13,0,0,0,0,0,0,0,0,103,109,119.00001,55.000001,"private"
13,0,0,0,0,0,0,0,0,99.000001,109,119.00001,55.000001,"private"
13,0,0,0,0,0,0,0,0,109,119.00001,99.000001,55.000001,"private"
13,0,0,0,0,0,0,0,0,88.999999,119.00001,99.000001,55.000001,"private"
13,0,0,1,0,0,0,0,0,109,109,129,55.000001,"private"
13,0,0,1,0,0,0,0,0,109,119.00001,129,55.000001,"private"
13,1,0,1,0,1,0,0,0,79.000002,121,109,55.000001,"private"
13,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private"
13,0,0,0,0,1,0,0,0,88.999999,121,99.000001,58.999997,"private"
13,0,0,0,0,0,0,0,0,109,109,129,58.999997,"private"
13,0,0,0,1,0,0,0,1,124,105,98.000002,38,"private"
14,0,0,0,0,0,0,0,0,73.000002,93.000001,69,68.000001,"nabisco"
14,0,0,1,0,1,0,0,0,49.000001,99.000001,94.999999,69,"sunshine"
14,0,1,0,0,0,0,0,0,88.999999,99.000001,113,69,"private"
14,0,0,1,0,1,0,0,0,88.999999,99.000001,0,69,"nabisco"
14,0,0,0,0,0,0,0,0,88.999999,99.000001,88.999999,79.000002,"nabisco"
14,0,0,0,0,0,0,0,0,93.000001,88,0,58.999997,"nabisco"
14,0,0,0,0,0,0,0,0,93.000001,98.000002,109,57.999998,"nabisco"
14,1,0,1,0,0,0,0,1,79.000002,125,105.99999,49.000001,"private"
14,0,0,0,0,0,0,0,0,88.999999,109,119.00001,83.999997,"sunshine"
14,0,0,0,0,0,0,0,0,98.000002,119.00001,74.000001,77.999997,"nabisco"
14,0,0,1,0,0,0,0,0,109,109,129,88.999999,"private"
14,0,0,0,0,0,0,0,0,79.000002,115,114,69,"private"
14,0,0,0,0,0,0,0,0,98.000002,121,119.00001,55.000001,"private"
14,0,0,0,0,0,0,0,0,79.000002,121,119.00001,63.999999,"sunshine"
14,1,0,0,0,0,0,0,0,79.000002,119.00001,129,55.000001,"private"
14,0,0,0,0,0,0,0,0,79.000002,121,109,55.000001,"private"
14,0,0,0,0,0,0,0,0,79.000002,121,109,55.000001,"private"
14,0,0,0,0,0,0,0,0,109,135,129,73.000002,"private"
14,0,0,1,0,0,0,0,0,109,121,129,58.999997,"private"
14,0,1,1,0,0,0,1,0,109,109,109,64.999998,"private"
14,0,0,0,0,0,0,0,0,109,129,125,64.999998,"private"
14,0,0,1,0,0,0,0,0,105,129,99.000001,61.000001,"nabisco"
14,0,1,1,0,0,0,0,0,109,109,129,58.999997,"private"
14,0,0,0,0,0,0,0,0,109,109,129,58.999997,"private"
14,0,0,0,0,0,0,0,0,109,116,129,88.999999,"private"
14,0,0,0,0,0,0,0,0,109,104,99.000001,58.999997,"private"
14,0,0,1,0,0,0,0,0,105,129,129,64.999998,"private"
14,0,0,0,1,0,0,0,0,129,104,123,115,"private"
15,0,0,0,0,0,0,0,0,85.000002,98.000002,88.999999,68.000001,"nabisco"
15,0,1,1,0,0,0,0,0,88.999999,99.000001,88.999999,61.000001,"nabisco"
15,0,0,1,0,0,0,0,0,88.999999,99.000001,88.999999,69,"nabisco"
15,0,0,1,0,0,0,0,0,88.999999,99.000001,88.999999,69,"nabisco"
15,1,0,1,0,0,0,0,0,69,109,88.999999,61.000001,"nabisco"
15,0,1,0,0,0,0,0,0,93.000001,99.000001,109,57.999998,"kleebler"
15,0,1,0,0,0,0,0,1,79.000002,115,99.000001,52.999997,"nabisco"
15,0,0,0,0,0,0,1,0,79.000002,115,99.000001,61.000001,"nabisco"
15,1,0,0,0,0,0,0,0,79.000002,125,99.000001,69,"nabisco"
15,0,0,0,0,0,0,0,0,97.000003,99.000001,119.00001,61.000001,"kleebler"
15,1,0,0,1,0,0,0,0,79.000002,125,99.000001,69,"nabisco"
15,0,0,0,0,0,0,0,0,97.000003,115,99.000001,61.000001,"nabisco"
15,0,0,1,0,0,0,0,0,97.000003,115,99.000001,61.000001,"nabisco"
15,0,1,0,0,0,1,1,0,109,99.000001,94.999999,68.000001,"nabisco"
15,1,0,0,0,1,0,0,0,79.000002,135,129,64.999998,"sunshine"
15,0,0,0,0,0,0,0,0,88,119.00001,108,57.999998,"nabisco"
15,0,0,0,0,0,0,0,0,93.000001,119.00001,108,57.999998,"nabisco"
