"id","choiceid","choice","price1","time1","change1","comfort1","price2","time2","change2","comfort2"
17,11,"choice2",1500,125,0,0,1500,100,1,1
17,12,"choice1",1500,110,1,1,2000,110,1,0
17,13,"choice2",2000,100,0,1,2000,110,1,0
17,14,"choice2",2500,100,1,0,2000,125,1,1
17,15,"choice1",1500,125,0,0,1500,110,1,1
18,1,"choice1",3600,125,0,1,4000,140,1,1
18,2,"choice1",3200,160,1,1,4000,140,1,1
18,3,"choice1",4000,160,0,0,4000,140,1,1
18,4,"choice1",3600,125,0,1,4000,160,0,0
18,5,"choice1",3200,140,0,1,4000,160,0,0
18,6,"choice2",3200,160,1,1,4000,125,1,1
18,7,"choice2",3200,140,0,1,3600,125,0,1
18,8,"choice2",3200,125,1,0,3200,140,0,1
18,9,"choice1",3200,160,1,1,4000,160,0,0
18,10,"choice1",3600,140,1,0,3200,160,1,1
18,11,"choice2",4000,140,1,1,3600,160,1,1
18,12,"choice1",4000,160,0,0,3600,160,1,1
18,13,"choice1",3600,140,1,0,4000,125,1,1
19,1,"choice1",2700,85,0,1,3000,95,0,1
19,2,"choice2",2700,105,0,0,3000,85,0,0
19,3,"choice1",2700,85,0,1,2700,105,0,0
19,4,"choice1",2700,85,0,1,2400,105,0,1
19,5,"choice1",2700,105,0,0,2400,105,0,1
19,6,"choice1",2700,105,0,0,2700,95,0,1
19,7,"choice2",2400,85,0,1,2400,95,0,0
19,8,"choice1",3000,85,0,0,2700,85,0,1
19,9,"choice1",2400,85,0,1,3000,85,0,0
19,10,"choice1",2400,105,0,1,3000,95,0,1
19,11,"choice1",2400,105,0,1,2700,95,0,1
20,1,"choice2",2800,95,0,1,1960,95,0,0
20,2,"choice1",2380,95,0,1,2380,110,0,0
20,3,"choice1",2800,120,0,0,2380,120,0,1
20,4,"choice2",1960,110,0,1,2380,110,0,0
20,5,"choice2",2800,120,0,0,1960,110,0,1
20,6,"choice1",2800,95,0,1,2800,120,0,0
20,7,"choice2",2380,120,0,1,2800,110,0,1
20,8,"choice2",2380,110,0,0,2800,95,0,1
20,9,"choice2",2800,120,0,0,2800,110,0,1
20,10,"choice1",2800,110,0,1,1960,120,0,1
20,11,"choice2",1960,120,0,1,2800,120,0,0
21,1,"choice2",2520,135,1,1,2520,125,0,1
21,2,"choice2",2800,150,0,1,2800,125,1,0
21,3,"choice2",2800,135,1,1,2800,150,0,1
21,4,"choice2",2800,135,1,1,2240,150,1,1
21,5,"choice1",2240,150,1,1,2800,150,0,1
21,6,"choice1",2520,150,1,0,2800,125,1,0
21,7,"choice2",2520,125,0,1,2520,150,1,0
21,8,"choice1",2240,150,1,1,2520,125,0,1
21,9,"choice1",2240,125,1,1,2520,150,1,0
21,10,"choice2",2800,125,1,0,2240,150,1,1
21,11,"choice1",2520,135,1,1,2800,125,1,0
21,12,"choice2",2240,125,1,1,2240,135,0,0
21,13,"choice1",2240,150,1,1,2520,150,1,0
22,1,"choice1",3500,130,1,1,4375,130,2,2
22,2,"choice1",4375,130,2,2,5250,115,1,2
22,4,"choice2",3500,140,1,2,3500,115,2,1
22,5,"choice1",4375,140,1,1,4375,130,2,2
22,6,"choice1",4375,140,1,1,3500,140,1,2
22,7,"choice2",3500,130,1,1,3500,115,2,1
22,8,"choice2",5250,115,1,2,5250,140,2,1
22,9,"choice2",4375,115,1,1,3500,130,1,1
22,10,"choice2",4375,130,2,2,5250,140,2,1
23,1,"choice2",4025,110,0,2,4025,100,0,1
23,2,"choice1",3500,100,1,2,4550,110,1,1
23,3,"choice2",4550,90,0,2,3500,100,1,2
23,4,"choice2",4025,110,0,2,4025,90,1,1
23,5,"choice2",4550,100,0,1,3500,100,1,2
23,6,"choice2",4550,90,0,2,4550,110,1,1
23,7,"choice2",3500,100,1,2,3500,110,0,1
23,8,"choice2",4025,100,0,1,3500,100,1,2
23,9,"choice2",4025,100,0,1,4025,90,1,1
23,10,"choice2",4025,90,1,1,3500,110,0,1
23,11,"choice2",4550,110,1,1,4025,110,0,2
23,12,"choice1",4025,110,0,2,4550,100,0,1
23,13,"choice1",3500,100,1,2,4025,90,1,1
24,1,"choice1",3600,105,0,0,4000,105,0,1
24,2,"choice2",3200,105,0,1,3600,95,0,1
24,3,"choice2",3600,120,0,1,4000,95,0,0
24,4,"choice1",3600,95,0,1,3600,105,0,0
24,5,"choice2",3600,95,0,1,4000,95,0,0
24,6,"choice2",3200,120,0,0,3600,95,0,1
24,7,"choice2",3200,120,0,0,4000,105,0,1
24,8,"choice2",3600,105,0,0,3200,105,0,1
24,9,"choice2",4000,95,0,0,3200,95,0,1
25,1,"choice1",2800,115,0,1,3500,135,0,1
25,2,"choice1",2800,100,1,1,3500,115,1,0
25,3,"choice1",3500,100,1,1,3150,135,1,1
25,4,"choice1",3500,100,1,1,2800,135,1,0
25,5,"choice2",2800,115,0,1,3500,115,1,0
25,6,"choice2",2800,135,1,0,2800,115,0,1
25,7,"choice1",3500,100,1,1,2800,115,0,1
25,8,"choice2",2800,135,1,0,3150,115,1,1
25,9,"choice1",3500,100,1,1,3500,115,1,0
25,10,"choice2",2800,100,1,1,3150,100,0,0
25,11,"choice1",2800,135,1,0,3500,135,0,1
25,12,"choice1",3500,135,0,1,3150,135,1,1
26,1,"choice1",2800,125,1,0,3150,125,1,1
26,2,"choice2",2800,105,0,1,3150,115,0,0
26,3,"choice2",3150,105,1,1,2800,125,1,0
26,4,"choice2",2800,125,1,0,3150,115,0,0
26,5,"choice2",3150,125,1,1,3500,115,1,1
26,6,"choice1",2800,105,0,1,2800,125,1,0
26,7,"choice1",3150,105,1,1,2800,115,1,1
26,8,"choice2",3500,105,1,0,3500,125,0,1
26,9,"choice1",2800,115,1,1,3500,105,1,0
26,10,"choice2",3500,125,0,1,2800,125,1,0
26,11,"choice1",3500,125,0,1,3150,105,1,1
27,1,"choice2",3920,150,0,1,3360,125,0,1
27,2,"choice2",3360,140,0,1,2800,125,1,1
27,3,"choice2",3360,125,0,1,2800,150,0,1
27,4,"choice1",2800,140,0,2,3920,150,0,1
27,5,"choice2",3360,150,1,2,3920,150,0,1
27,6,"choice2",3920,125,0,2,3360,140,0,1
27,7,"choice1",2800,140,0,2,3360,140,0,1
27,8,"choice1",3360,150,1,2,3920,125,0,2
27,9,"choice1",3920,140,1,1,3920,125,0,2
27,10,"choice2",2800,140,0,2,2800,150,0,1
27,11,"choice1",2800,125,1,1,2800,150,0,1
27,12,"choice1",3920,140,1,1,3360,150,1,2
27,13,"choice2",3920,150,0,1,3920,140,1,1
27,14,"choice1",2800,140,0,2,3360,125,0,1
28,1,"choice2",3185,133,0,2,2815,108,0,1
28,2,"choice2",2450,133,1,1,2815,108,0,1
28,3,"choice1",3185,108,1,1,3185,123,0,1
28,4,"choice1",3185,108,1,1,2815,133,0,1
28,5,"choice1",2450,133,1,1,3185,123,0,1
28,6,"choice1",2450,108,0,2,3185,123,0,1
28,7,"choice1",2450,133,1,1,2815,133,0,1
28,8,"choice2",2450,133,1,1,2450,108,0,2
28,9,"choice2",2815,133,0,1,3185,123,0,1
28,10,"choice2",2450,123,0,1,2815,108,0,1
28,11,"choice1",2815,123,1,2,3185,123,0,1
28,12,"choice1",2450,108,0,2,3185,108,1,1
28,13,"choice1",2450,123,0,1,3185,108,1,1
28,14,"choice2",2450,123,0,1,2450,108,0,2
28,15,"choice2",2815,123,1,2,3185,108,1,1
28,16,"choice2",3185,108,1,1,2450,133,1,1
28,17,"choice2",2815,108,0,1,2450,108,0,2
29,1,"choice1",3150,140,0,1,3500,140,1,1
29,2,"choice2",2800,140,2,0,2800,120,0,1
29,3,"choice1",3150,105,2,1,3500,140,1,1
29,5,"choice1",2800,105,1,1,3500,105,0,0
29,6,"choice1",2800,105,1,1,3150,120,1,0
29,7,"choice1",3500,105,0,0,3150,140,0,1
29,8,"choice1",3500,105,0,0,3150,105,2,1
29,9,"choice2",3150,140,0,1,2800,140,2,0
29,10,"choice2",3500,105,0,0,2800,140,2,0
29,11,"choice1",3150,140,0,1,3500,120,2,1
29,12,"choice2",3150,140,0,1,3150,105,2,1
29,14,"choice2",3500,140,1,1,3500,120,2,1
30,1,"choice1",2800,135,1,0,3500,150,1,1
30,2,"choice1",2100,135,1,1,3500,135,0,1
30,3,"choice2",3500,135,0,1,2100,150,0,0
30,4,"choice2",2800,125,0,1,2100,125,1,1
30,5,"choice1",2800,150,1,1,3500,135,0,1
30,6,"choice2",2800,135,1,0,2100,150,0,0
30,7,"choice1",2100,135,1,1,2800,135,1,0
30,8,"choice1",2100,125,1,1,3500,125,1,0
30,9,"choice1",2100,150,0,0,2800,125,0,1
30,10,"choice1",2800,125,0,1,2800,135,1,0
30,11,"choice2",3500,125,1,0,2800,135,1,0
30,12,"choice2",2100,135,1,1,2100,150,0,0
30,13,"choice1",3500,135,0,1,3500,125,1,0
30,14,"choice2",2800,125,0,1,2100,135,1,1
30,15,"choice2",2100,125,1,1,2100,150,0,0
31,1,"choice1",1000,165,0,1,1300,165,1,1
31,2,"choice1",1150,145,1,1,1150,165,0,2
31,3,"choice1",1000,180,1,2,1300,145,0,2
31,4,"choice2",1300,145,0,2,1150,180,0,1
31,5,"choice1",1300,180,0,1,1300,145,0,2
31,6,"choice2",1150,145,1,1,1150,180,0,1
31,7,"choice2",1300,180,0,1,1000,180,1,2
31,8,"choice2",1150,165,0,2,1300,165,1,1
31,9,"choice2",1300,145,0,2,1150,165,0,2
31,10,"choice2",1150,180,0,1,1000,180,1,2
31,11,"choice1",1300,180,0,1,1300,165,1,1
31,12,"choice2",1300,180,0,1,1150,145,1,1
32,1,"choice2",4810,107,0,1,4255,97,0,1
32,2,"choice2",4255,122,0,1,4810,107,0,1
32,3,"choice1",4810,107,0,1,4810,97,0,2
32,4,"choice2",3700,122,0,2,4255,122,0,1
32,5,"choice1",4255,122,0,1,4810,97,0,2
32,6,"choice1",4810,122,1,1,3700,122,0,2
32,7,"choice1",4810,97,0,2,4255,107,1,2
32,8,"choice2",4810,107,0,1,3700,97,1,1
32,9,"choice1",3700,107,0,1,3700,97,1,1
32,10,"choice1",4810,122,1,1,4255,107,1,2
32,11,"choice2",3700,122,0,2,4810,97,0,2
32,12,"choice1",4255,97,0,1,3700,107,0,1
32,13,"choice2",4810,122,1,1,4810,97,0,2
32,14,"choice1",3700,122,0,2,4255,107,1,2
33,1,"choice1",3000,115,0,1,3750,125,0,1
33,2,"choice1",3000,140,0,0,3000,125,0,1
33,3,"choice1",3375,125,0,0,3375,115,0,1
33,4,"choice1",3375,125,0,0,3000,125,0,1
33,5,"choice2",3375,115,0,1,3000,140,0,0
33,6,"choice1",3000,140,0,0,3750,115,0,0
33,7,"choice1",3000,140,0,0,3375,125,0,0
33,8,"choice1",3000,115,0,1,3375,125,0,0
33,9,"choice1",3000,115,0,1,3000,140,0,0
33,10,"choice1",3375,115,0,1,3750,115,0,0
33,11,"choice1",3000,125,0,1,3750,115,0,0
33,12,"choice1",3375,140,0,1,3750,125,0,1
33,13,"choice2",3750,115,0,0,3375,140,0,1
33,14,"choice1",3000,125,0,1,3375,115,0,1
34,1,"choice2",1900,120,0,1,1900,95,0,1
34,2,"choice2",3800,120,0,0,1900,120,0,1
34,3,"choice2",1900,95,0,1,1900,105,0,0
34,4,"choice1",1900,120,0,1,3800,95,0,1
34,5,"choice1",1900,120,0,1,2850,105,0,1
34,6,"choice2",3800,120,0,0,3800,95,0,1
34,7,"choice2",3800,95,0,1,2850,105,0,1
34,8,"choice1",1900,95,0,1,2850,95,0,0
34,9,"choice2",3800,120,0,0,2850,120,0,1
34,10,"choice1",2850,120,0,1,3800,95,0,1
34,11,"choice2",2850,95,0,0,1900,120,0,1
34,12,"choice2",3800,120,0,0,3800,105,0,1
35,1,"choice2",4000,135,1,1,3200,120,0,1
35,2,"choice2",4000,135,1,1,3200,155,1,0
35,3,"choice2",4000,155,0,1,2400,120,1,1
35,4,"choice2",3200,155,1,0,3200,120,0,1
35,5,"choice2",3200,155,1,0,2400,120,1,1
35,6,"choice2",3200,120,0,1,2400,135,0,0
35,7,"choice2",3200,135,1,1,3200,155,1,0
35,8,"choice1",2400,120,1,1,4000,120,1,0
35,10,"choice1",2400,155,1,1,4000,120,1,0
35,11,"choice2",2400,155,1,1,3200,120,0,1
35,12,"choice2",3200,135,1,1,4000,120,1,0
35,13,"choice2",2400,155,1,1,3200,155,1,0
35,14,"choice2",2400,120,1,1,2400,135,0,0
35,15,"choice1",2400,120,1,1,3200,120,0,1
36,1,"choice1",3750,140,0,1,7500,150,1,1
36,2,"choice2",7500,165,0,1,5625,140,1,1
36,3,"choice2",5625,150,0,0,3750,150,1,1
36,4,"choice1",3750,165,1,0,5625,140,1,1
36,5,"choice2",7500,165,0,1,7500,140,1,0
36,6,"choice2",7500,165,0,1,5625,165,1,1
36,7,"choice1",5625,165,1,1,7500,150,1,1
36,8,"choice2",3750,165,1,0,3750,150,1,1
36,9,"choice2",7500,140,1,0,3750,150,1,1
36,10,"choice1",3750,165,1,0,7500,140,1,0
36,11,"choice1",5625,150,0,0,7500,140,1,0
36,12,"choice2",7500,140,1,0,5625,140,1,1
36,13,"choice1",5625,140,1,1,5625,150,0,0
36,14,"choice1",5625,165,1,1,7500,140,1,0
36,15,"choice2",7500,165,0,1,7500,150,1,1
37,1,"choice1",5200,145,0,0,5200,200,2,1
37,2,"choice2",5200,175,1,1,3900,145,2,1
37,3,"choice2",3900,175,0,1,2600,145,1,1
37,4,"choice2",3900,175,0,1,2600,175,2,0
37,5,"choice2",2600,200,0,1,2600,175,2,0
37,6,"choice2",5200,145,0,0,2600,175,2,0
37,7,"choice2",3900,175,0,1,2600,200,0,1
37,8,"choice1",3900,145,2,1,5200,145,0,0
37,9,"choice1",3900,175,0,1,5200,145,0,0
37,10,"choice1",2600,145,1,1,2600,200,0,1
37,11,"choice2",3900,200,1,0,3900,175,0,1
37,12,"choice2",3900,175,0,1,3900,145,2,1
37,13,"choice2",3900,145,2,1,2600,175,2,0
37,14,"choice2",5200,175,1,1,3900,200,1,0
37,15,"choice2",2600,175,2,0,2600,145,1,1
37,16,"choice1",3900,200,1,0,5200,145,0,0
38,1,"choice2",3060,125,1,0,2520,110,0,0
38,2,"choice1",3600,110,1,1,2520,125,1,1
38,3,"choice1",2520,100,1,1,3060,125,1,0
38,4,"choice1",3600,125,0,1,2520,100,1,1
38,5,"choice2",3060,125,1,0,3600,100,1,0
38,6,"choice2",3600,125,0,1,3600,100,1,0
38,7,"choice1",3600,100,1,0,3060,100,0,1
38,8,"choice1",3060,125,1,0,2520,125,1,1
38,9,"choice1",3600,100,1,0,2520,110,0,0
38,10,"choice2",3060,125,1,0,3060,110,1,1
38,11,"choice1",2520,110,0,0,3060,100,0,1
38,12,"choice1",3600,110,1,1,3060,125,1,0
39,1,"choice1",4000,122,1,1,5600,132,2,1
39,2,"choice1",5600,122,1,1,4000,132,1,2
39,3,"choice2",4800,132,1,1,4000,107,2,1
39,4,"choice2",5600,132,2,1,4800,122,2,2
39,5,"choice1",4800,132,1,1,4000,132,1,2
39,6,"choice1",5600,107,1,2,5600,132,2,1
39,7,"choice1",4800,132,1,1,4800,122,2,2
39,8,"choice1",4000,107,2,1,5600,107,1,2
39,9,"choice1",4000,132,1,2,5600,107,1,2
39,10,"choice1",4000,107,2,1,4800,107,1,1
39,11,"choice1",4000,132,1,2,4800,122,2,2
39,12,"choice1",4000,122,1,1,4800,107,1,1
39,13,"choice1",4800,122,2,2,5600,107,1,2
39,14,"choice2",4000,122,1,1,4000,107,2,1
39,15,"choice1",4800,132,1,1,5600,122,1,1
40,1,"choice2",7800,150,2,1,6900,135,1,1
40,2,"choice1",6900,150,1,2,7800,135,1,1
40,3,"choice2",6000,135,2,2,6000,150,1,1
40,4,"choice1",6000,135,2,2,6000,165,1,1
40,5,"choice1",6000,135,2,2,7800,150,2,1
40,6,"choice1",6000,135,2,2,6900,150,1,2
40,7,"choice2",7800,150,2,1,6900,165,2,1
40,8,"choice2",6900,165,2,1,7800,135,1,1
40,9,"choice1",6900,135,1,1,6000,165,1,1
40,10,"choice2",6900,135,1,1,6000,150,1,1
40,11,"choice1",6000,165,1,1,6900,150,1,2
40,12,"choice1",7800,150,2,1,7800,165,1,2
40,13,"choice1",6000,135,2,2,6900,135,1,1
41,1,"choice1",3400,115,1,1,3400,150,1,1
41,2,"choice1",2800,150,1,0,2800,130,1,1
41,3,"choice1",2800,115,0,1,4000,115,1,0
41,4,"choice1",2800,150,1,0,3400,115,1,1
41,5,"choice1",3400,130,0,0,2800,130,1,1
41,6,"choice1",3400,130,0,0,2800,150,1,0
41,7,"choice1",2800,115,0,1,2800,150,1,0
41,8,"choice1",4000,115,1,0,3400,150,1,1
41,9,"choice2",4000,115,1,0,2800,150,1,0
41,10,"choice2",4000,150,0,1,2800,150,1,0
41,11,"choice1",4000,150,0,1,3400,150,1,1
41,12,"choice2",4000,130,1,1,4000,150,0,1
41,13,"choice2",3400,115,1,1,4000,150,0,1
41,14,"choice1",4000,115,1,0,3400,115,1,1
41,15,"choice2",3400,115,1,1,2800,130,1,1
41,16,"choice2",2800,130,1,1,4000,150,0,1
41,17,"choice1",4000,115,1,0,4000,150,0,1
41,18,"choice2",2800,115,0,1,3400,130,0,0
41,19,"choice1",3400,150,1,1,4000,130,1,1
42,1,"choice1",2040,105,0,1,3400,115,0,1
42,2,"choice2",2720,95,0,1,2040,115,0,0
42,3,"choice1",2040,95,0,1,3400,95,0,0
42,4,"choice1",2040,115,0,0,3400,95,0,0
42,5,"choice2",3400,105,0,1,2720,115,0,1
