"year","fi","sector","geo","patent","rdexp","spil"
1983,61,15,3,50,7.93668321,9.40144649
1983,62,9,3,16,4.15180162,8.74491319
1983,63,11,3,11,4.15180162,8.7024444
1983,64,2,3,52,4.21729146,9.64406876
1983,65,2,3,11,4.33101627,9.643539
1983,66,1,3,14,4.05225235,10.008088
1983,67,5,3,26,5.6409152,10.4120626
1983,68,7,3,29,4.32960084,8.09997777
1983,69,5,3,12,4.57902491,10.4175887
1983,70,9,3,0,1.89711999,8.75393192
1983,71,2,1,95,4.89358683,9.63980942
1983,72,2,3,19,4.33101627,9.643539
1983,73,3,3,32,6.27307987,9.18444779
1983,74,5,2,450,7.32534291,10.3741729
1983,75,2,1,299,6.94919589,9.57883269
1983,76,15,2,4,6.38901334,9.56862125
1983,77,3,3,75,5.98282519,9.19805987
1983,78,2,1,77,4.63604185,9.64177931
1983,79,3,3,595,7.90220108,8.93211732
1983,80,2,1,136,5.14685113,9.63730322
1983,81,10,3,2,4.70438281,9.0182716
1983,82,5,3,0,5.03401574,10.415909
1983,83,3,3,0,3.41189267,9.23446526
1983,84,6,3,1,3.53203698,7.72478649
1983,85,4,3,12,6.07670464,8.95445264
1983,86,9,3,0,3.23804574,8.7509574
1983,87,6,3,2,3.5065579,7.72516642
1983,88,13,3,2,4.04474762,6.8680456
1983,89,4,3,69,5.75478899,8.96981937
1983,90,5,3,3,4.92225446,10.4163952
1983,91,1,3,7,5.72154493,9.99686352
1983,92,14,3,0,0.86509035,9.23718967
1983,93,2,3,8,3.67806854,9.64589985
1983,94,4,3,0,3.14526401,9.00634414
1983,95,1,3,5,4.56120706,10.0063675
1983,96,5,2,0,7.12091495,10.382901
1983,97,12,3,2,2.97947175,8.17828224
1983,98,15,2,2,6.12701871,9.60938113
1983,99,1,3,0,5.78034519,9.99602087
1983,100,13,3,13,3.96439099,6.8726223
1983,101,4,3,11,3.64491633,9.0044964
1983,102,4,3,40,5.94750142,8.96124863
1983,103,9,3,3,3.15448066,8.75128078
1983,104,12,3,123,6.02321325,8.06133029
1983,105,7,3,109,5.41490495,8.05375282
1983,106,2,3,54,5.74245162,9.62813046
1983,107,2,1,36,5.57474374,9.63129586
1983,108,2,3,8,3.186086,9.64689405
1983,109,5,3,104,5.88968185,10.4096672
1983,110,2,3,1,3.47042917,9.64637969
1983,111,5,3,0,4.81489072,10.4168136
1983,112,1,3,0,3.7145403,10.0106753
1983,113,3,3,32,5.62359041,9.21010268
1983,114,5,2,127,7.09874549,10.4204975
1983,115,15,2,162,6.87544751,9.54221169
1983,116,1,3,0,5.656067,9.9977446
1983,117,2,3,27,3.92058837,9.64519705
1983,118,9,2,25,4.29579865,8.74334436
1983,119,1,3,0,3.60186808,10.009027
1983,120,8,3,7,4.12782787,7.53560445
1983,121,6,3,0,3.58757057,7.73977825
1983,122,9,3,20,4.27726331,8.74355934
1983,123,4,3,76,5.49840138,8.97885956
1983,124,5,3,14,7.53913051,10.3628069
1983,125,7,1,84,4.82616088,8.08504862
1983,126,4,3,0,3.25062452,9.00602763
1983,127,3,3,13,3.64491633,9.23368823
1983,128,9,3,31,4.88475505,8.73390952
1983,129,8,3,20,4.91990244,7.49478069
1983,130,6,3,94,5.86253086,7.57371103
1983,131,15,1,54,5.81909013,9.58653306
1983,132,6,3,1,3.34971543,7.72730078
1983,133,6,3,1,3.65330799,7.72283714
1983,134,5,3,31,4.13128808,10.4186396
1983,135,5,3,0,5.58478903,10.4125248
1983,136,15,1,8,6.16328139,9.57699254
1983,137,15,1,52,6.37542767,9.56918246
1983,138,5,1,93,6.11862123,10.4068619
1983,139,12,3,30,5.60832892,8.10461849
1983,140,2,3,25,4.6817329,9.64146605
1983,141,15,1,6,4.40164759,9.60389202
1983,142,15,1,3,5.75082991,9.58805683
1983,143,4,3,2,5.04723333,8.98997906
1983,144,7,3,16,5.92878809,8.00456925
1983,145,5,3,1,3.1681483,10.4197888
1983,146,13,3,4,3.45015821,6.89432532
1983,147,5,1,596,7.71277791,10.351481
1983,148,10,1,1,4.03212161,9.02479974
1983,149,2,1,15,5.37996991,9.63435444
1983,150,5,3,0,3.64491633,10.4193556
1983,151,3,3,5,4.35477699,9.22981506
1983,152,2,2,97,5.11836433,9.64845637
1983,153,1,3,1,3.74124744,10.0087802
1983,154,3,3,3,3.74124744,9.23330999
1983,155,5,2,5,4.42109162,10.4180142
1983,156,9,3,6,4.90407932,8.73349387
1983,157,12,3,3,4.44580882,8.15970022
1983,158,9,3,0,3.4935707,8.74978215
1983,159,7,3,9,5.01421312,8.07706558
1983,160,5,3,37,5.77968096,10.4108009
1983,161,12,3,4,4.33525057,8.16224898
1983,162,5,1,217,6.86581697,10.3914904
1983,163,10,3,2,3.0782533,9.02896366
1983,164,5,2,314,6.96806045,10.3883169
1983,165,12,3,26,4.96367142,8.14301993
1983,166,2,1,0,3.40533471,9.6465107
1983,167,13,3,0,3.35348191,6.89726348
1983,168,2,3,156,5.5738289,9.63131169
1983,169,3,3,45,5.59002359,9.21101646
1983,170,1,3,16,6.95069117,9.96265199
1983,171,7,3,3,3.95000225,8.10722998
1983,172,4,3,23,5.50716568,8.97858846
1983,173,5,3,10,3.98858572,10.4188869
1983,174,15,1,1,6.83534759,9.54493885
1983,175,3,3,8,4.83900903,9.22504778
1983,176,4,3,30,5.23735667,8.98590952
1983,177,5,3,89,5.59002359,10.4124828
1983,178,6,3,1,3.92058837,6.87495838
1983,179,12,3,0,3.78614276,8.17140757
1983,180,3,3,84,6.39153881,9.17758274
1983,181,3,3,0,4.26977264,9.23043704
1984,1,4,3,19,5.42229237,9.01868193
1984,2,5,3,40,4.65267786,10.4792491
1984,3,2,3,41,3.82331623,9.71416266
1984,4,2,1,46,5.87711645,9.69519129
1984,5,11,4,5,4.32007306,8.68004662
1984,6,5,1,1,6.77813652,10.4572613
1984,7,1,3,1,6.24919954,10.120844
1984,8,11,3,0,4.59267002,8.6760341
1984,9,3,3,13,4.87799082,9.41938099
1984,10,2,3,71,5.50180735,9.7020427
1984,11,4,3,14,5.24789544,9.02306094
1984,12,7,3,46,5.20507544,8.05338232
1984,13,5,3,57,5.12834165,10.4774518
1984,14,3,3,1,3.38449553,9.42761183
1984,15,3,3,0,4.29727132,9.42406515
1984,16,5,3,6,3.47500954,10.4812872
1984,17,12,3,1,3.81422526,8.23783
1984,18,7,3,14,5.09083725,8.05961798
1984,19,5,3,159,7.80485686,10.4109697
1984,20,14,3,0,3.60974213,9.42701187
1984,21,2,1,383,6.66472701,9.66851548
1984,22,4,3,43,4.74322034,9.03210831
1984,23,2,1,471,7.1189056,9.63958775
1984,24,9,3,30,4.08984862,8.78144956
1984,25,10,3,25,3.39496683,9.06599078
1984,26,15,1,40,6.04901788,9.6665642
1984,27,1,3,17,6.26112811,10.1205941
1984,28,10,3,30,4.33051538,9.06064256
1984,29,9,3,2,3.6615955,8.78463956
1984,30,13,3,4,3.40532962,7.88396307
1984,31,3,2,9,5.59188491,9.4082134
1984,32,10,3,3,5.47700916,9.04151147
1984,33,7,3,13,5.65499231,8.01990642
1984,34,15,3,1,6.14827363,9.66375866
1984,35,6,3,0,4.44738974,7.86291732
1984,36,5,3,4,5.73937342,10.4734407
1984,37,8,3,41,4.58107263,7.61506258
1984,38,6,3,11,3.76987727,7.87895861
1984,39,3,3,3,3.65893238,9.42686182
1984,40,10,3,0,4.28022546,9.06107532
1984,41,15,1,4,6.85346913,9.63283111
1984,42,10,3,0,3.7234709,9.06465041
1984,43,3,3,10,4.65465024,9.42151211
1984,44,10,3,88,5.46218115,9.04192809
1984,45,3,3,29,6.48142176,9.37614447
1984,46,2,3,149,6.26310245,9.68478806
1984,47,9,3,0,3.62640919,8.78484553
1984,48,2,3,216,7.03492591,9.64604348
1984,49,9,3,96,6.76560955,8.64901874
1984,50,10,3,35,4.75843316,9.05591815
1984,51,7,1,27,6.102537,7.96541247
1984,52,2,1,32,4.35333714,9.7122284
1984,53,5,3,5,4.78818164,10.4788212
1984,54,2,3,21,3.73094291,9.71440657
1984,55,7,3,128,6.63582156,7.84959768
1984,56,15,1,33,5.4872285,9.67803792
1984,57,2,3,38,4.82707073,9.70937252
1984,58,15,3,34,8.19938625,9.43875128
1984,59,3,2,221,6.83573573,9.35234366
1984,60,1,3,0,5.34730469,10.1331417
1984,61,15,3,72,8.06581421,9.47431753
1984,62,9,3,6,4.16172583,8.7807658
1984,63,11,3,4,4.16172583,8.68191627
1984,64,2,3,28,4.12893601,9.71317391
1984,65,2,3,23,4.39896314,9.71200868
1984,66,1,3,8,4.3925815,10.1382628
1984,67,5,3,48,5.61432127,10.4744735
1984,68,7,3,39,4.353412,8.08606061
1984,69,5,3,6,4.68950372,10.4791385
1984,70,9,3,0,3.12107808,8.7871242
1984,71,2,1,126,4.91088678,9.70870962
1984,72,2,3,25,4.33730427,9.71230325
1984,73,3,3,36,6.41809808,9.37953284
1984,74,5,2,473,7.53819828,10.428101
1984,75,2,1,293,7.04574102,9.64524445
1984,76,15,2,18,6.48018399,9.65198575
1984,77,3,3,58,5.94782414,9.39875978
1984,78,2,1,104,4.64760267,9.71061695
1984,79,3,3,559,8.08911405,9.12668893
1984,80,2,1,156,5.18359704,9.70612046
1984,81,10,3,1,4.6933024,9.05677551
1984,82,5,3,0,5.22865879,10.4769502
1984,83,3,3,0,3.64820841,9.42689517
1984,84,6,3,2,3.5065579,7.88275335
1984,85,4,3,18,6.07769923,8.99296276
1984,86,9,3,0,3.21680329,8.7867764
1984,87,6,3,2,3.49719746,7.88287048
1984,88,13,3,8,4.37579609,6.90242978
1984,89,4,3,84,5.8673533,9.00318986
1984,90,5,3,0,4.68186281,10.4791618
1984,91,1,3,1,5.96948564,10.1259122
1984,92,14,3,0,2.72921863,9.42875244
1984,93,2,3,10,3.51890373,9.71488796
1984,94,4,3,2,3.5065579,9.04179772
1984,95,1,3,3,4.56719094,10.1376527
1984,96,5,2,0,7.22736587,10.4428412
1984,97,12,3,1,3.24139469,8.2430453
1984,98,15,2,14,6.16709221,9.66319367
1984,99,1,3,0,5.94917495,10.1262271
1984,100,13,3,11,3.1256339,6.95789447
1984,101,4,3,7,3.6615955,9.04113587
1984,102,4,3,53,6.00865548,8.99657146
1984,103,9,3,6,3.23733789,8.78669734
1984,104,12,3,159,6.12816122,8.12209677
1984,105,7,3,114,5.40522947,8.04045969
1984,106,2,3,92,5.94809445,9.69357392
1984,107,2,1,31,5.42519311,9.7031478
1984,108,2,3,14,3.43244993,9.7150567
1984,109,5,3,90,6.05318466,10.4701949
1984,110,2,3,2,3.48774857,9.71495046
1984,111,5,3,1,5.10034604,10.477583
1984,112,1,3,0,3.88719103,10.1395301
1984,113,3,3,37,5.70067205,9.40568087
1984,114,5,2,129,7.32748185,10.4386059
1984,115,15,2,153,6.88922692,9.63056862
1984,116,1,3,0,5.50937995,10.131672
1984,117,2,3,29,3.9624878,9.71374976
1984,118,9,2,11,4.2704771,8.77963213
1984,119,1,3,2,3.66954256,10.1399068
1984,120,8,3,5,4.12726795,7.6324653
1984,121,6,3,0,3.92414159,7.87621553
1984,122,9,3,23,4.4040393,8.77805797
1984,123,4,3,74,5.5652103,9.01445996
1984,124,5,3,16,7.60830028,10.4240566
1984,125,7,1,146,4.86290518,8.07003304
1984,126,4,3,0,3.37391342,9.04228769
1984,127,3,3,33,3.74327353,9.42658667
1984,128,9,3,28,4.93912521,8.76910193
1984,129,8,3,20,5.04255651,7.58643598
1984,130,6,3,99,5.94538809,7.74175418
1984,131,15,1,43,5.76004669,9.67327966
1984,132,6,3,2,3.48139934,7.88306568
1984,133,6,3,1,3.68004134,7.88036865
1984,134,5,3,25,4.25556866,10.4802149
1984,135,5,3,0,5.49799943,10.4753241
1984,136,15,1,9,6.22338633,9.6614366
1984,137,15,1,48,6.44828287,9.65330132
1984,138,5,1,99,6.17263071,10.4686624
1984,139,12,3,39,5.74534953,8.16449166
1984,140,2,3,29,4.73051599,9.71006989
1984,141,15,1,5,4.09827398,9.68933445
1984,142,15,1,9,5.8380751,9.67165724
1984,143,4,3,0,5.13201587,9.0255671
1984,144,7,3,27,6.00967251,7.97908446
1984,145,5,3,3,3.2084699,10.4814992
1984,146,13,3,3,3.71845836,6.9402137
1984,147,5,1,693,7.78379426,10.4125071
1984,148,10,1,0,4.028841,9.06293823
1984,149,2,1,13,5.44809653,9.70282639
1984,150,5,3,3,3.74327353,10.4810083
1984,151,3,3,6,4.64872137,9.4215624
1984,152,2,2,90,5.23598639,9.70553609
1984,153,1,3,1,3.7864457,10.1397147
1984,154,3,3,1,3.99540461,9.42561055
1984,155,5,2,1,4.61258801,10.4793649
1984,156,9,3,46,5.04322474,8.76671725
1984,157,12,3,2,4.5399413,8.22496272
1984,158,9,3,0,3.82331623,8.78359322
1984,159,7,3,32,5.2275483,8.05206458
1984,160,5,3,46,5.93995329,10.4714863
1984,161,12,3,8,4.19347453,8.23228459
1984,162,5,1,186,7.04457468,10.4495239
1984,163,10,3,0,3.17874372,9.06666028
1984,164,5,2,390,7.11351268,10.447151
1984,165,12,3,11,5.02434353,8.20919879
1984,166,2,1,0,3.5184447,9.71488889
1984,167,13,3,7,3.52196652,6.94730366
1984,168,2,3,127,5.61432127,9.70025574
1984,169,3,3,48,5.65136254,9.40686377
1984,170,1,3,35,6.9542753,10.0992895
1984,171,7,3,4,4.05994314,8.09212806
1984,172,4,3,32,5.58832592,9.01371676
1984,173,5,3,5,4.22121128,10.4802817
1984,174,15,1,2,6.85346913,9.63283111
1984,175,3,3,10,5.11288539,9.41655487
1984,176,4,3,50,5.30707805,9.02166174
1984,177,5,3,79,5.50265159,10.475292
1984,178,6,3,0,3.85449916,6.93438435
1984,179,12,3,0,3.92027048,8.23648765
1984,180,3,3,100,6.36502511,9.3822039
1984,181,3,3,0,4.49934948,9.42273504
1985,1,4,3,38,5.4831358,9.0798957
1985,2,5,3,67,5.1010852,10.5645647
1985,3,2,3,43,3.9337845,9.77678084
1985,4,2,1,56,5.98678585,9.75688872
1985,5,11,4,0,4.5005235,8.7515136
1985,6,5,1,0,6.81042404,10.5451966
1985,7,1,3,4,5.83773045,10.2594034
1985,8,11,3,0,4.78498861,8.74681356
1985,9,3,3,0,4.9037922,9.56294902
1985,10,2,3,54,5.52385804,9.76539379
1985,11,4,3,6,5.38127889,9.08254683
1985,12,7,3,42,5.27811466,8.04297343
1985,13,5,3,61,5.07517382,10.5646732
1985,14,3,3,4,3.64021428,9.56972261
1985,15,3,3,0,4.29045944,9.56728324
1985,16,5,3,4,3.44998755,10.5679845
1985,17,12,3,2,3.8458832,8.24740343
1985,18,7,3,18,4.92725369,8.06144028
1985,19,5,3,185,7.70061204,10.5103154
1985,20,14,3,0,3.72810017,9.56947824
1985,21,2,1,373,6.78896617,9.72811849
1985,22,4,3,66,4.85203026,9.09264302
1985,23,2,1,513,7.18579947,9.70200739
1985,24,9,3,24,4.09267651,8.86099336
1985,25,10,3,12,3.58351894,9.11444427
1985,26,15,1,36,6.12263393,9.77251701
1985,27,1,3,38,6.01371516,10.257089
1985,28,10,3,15,4.27388448,9.11049618
1985,29,9,3,1,3.60549785,8.86426391
1985,30,13,3,4,3.54095932,7.93023924
1985,31,3,2,36,5.83365534,9.54830701
1985,32,10,3,2,5.38449506,9.09420918
1985,33,7,3,22,5.88887796,7.98849287
1985,34,15,3,3,6.41181827,9.76376197
1985,35,6,3,1,4.41037111,7.91289603
1985,36,5,3,0,5.75605862,10.5606358
1985,37,8,3,25,4.47163879,7.79910931
1985,38,6,3,8,3.78418963,7.92681623
1985,39,3,3,2,3.89589362,9.56894741
1985,40,10,3,0,4.25134831,9.11067297
1985,41,15,1,3,7.38331276,9.70455026
1985,42,10,3,2,3.8286414,9.11334302
1985,43,3,3,11,4.85515039,9.56339874
1985,44,10,3,70,5.40627451,9.09366993
1985,45,3,3,22,6.57549416,9.52114619
1985,46,2,3,164,6.3044488,9.74823279
1985,47,9,3,0,4.05871739,8.86127695
1985,48,2,3,211,7.04228617,9.71274708
1985,49,9,3,84,6.88346259,8.72182794
1985,50,10,3,52,4.81705055,9.10475584
1985,51,7,1,23,6.2063093,7.94164576
1985,52,2,1,51,4.29676679,9.77551091
1985,53,5,3,5,4.94164242,10.5651893
1985,54,2,3,15,3.84160054,9.7770362
1985,55,7,3,145,6.52356231,7.87354157
1985,56,15,1,47,5.624398,9.78266541
1985,57,2,3,22,5.00662727,9.77118628
1985,58,15,3,49,8.22603843,9.56548972
1985,59,3,2,212,6.988895,9.49386531
1985,60,1,3,0,5.42934563,10.2634234
1985,61,15,3,103,8.19566474,9.57329711
1985,62,9,3,13,4.16511363,8.860355
1985,63,11,3,9,4.16511363,8.75556602
1985,64,2,3,26,4.16044436,9.77604277
1985,65,2,3,30,4.52178858,9.7744569
1985,66,1,3,11,4.25561271,10.2689029
1985,67,5,3,46,5.74620319,10.5607161
1985,68,7,3,42,4.34769396,8.0804084
1985,69,5,3,10,4.75100063,10.565816
1985,70,9,3,0,3.69635147,8.86376906
1985,71,2,1,106,4.97108449,9.77148398
1985,72,2,3,18,4.27249075,9.77561102
1985,73,3,3,41,6.52941884,9.52351052
1985,74,5,2,436,7.62181629,10.5148682
1985,75,2,1,358,7.16161048,9.70393572
1985,76,15,2,50,6.63295123,9.75505806
1985,77,3,3,76,6.06052408,9.54208303
1985,78,2,1,71,4.65903137,9.77368671
1985,79,3,3,517,8.14815644,9.29702641
1985,80,2,1,137,5.28059627,9.76849529
1985,81,10,3,1,4.75272775,9.10561122
1985,82,5,3,0,5.27387097,10.5637649
1985,83,3,3,0,3.92592591,9.56884261
1985,84,6,3,7,3.52636053,7.93041907
1985,85,4,3,20,6.15507039,9.05328304
1985,86,9,3,0,3.5085559,8.86474439
1985,87,6,3,2,3.52341501,7.93045504
1985,88,13,3,28,4.69501089,6.88171621
1985,89,4,3,75,5.91296232,9.06506608
1985,90,5,3,0,4.72295322,10.5658985
1985,91,1,3,7,6.06145692,10.2563866
1985,92,14,3,0,3.05400118,9.57090171
1985,93,2,3,17,3.77276094,9.77721208
1985,94,4,3,3,3.75419892,9.1021927
1985,95,1,3,4,5.170484,10.2652358
1985,96,5,2,0,7.44662918,10.5237327
1985,97,12,3,0,3.5807373,8.25025448
1985,98,15,2,24,6.3144975,9.76700394
1985,99,1,3,0,6.04760856,10.2565939
1985,100,13,3,18,3.25809654,6.96384921
1985,101,4,3,8,3.67122452,9.10257146
1985,102,4,3,96,6.05514332,9.05851123
1985,103,9,3,7,3.23867845,8.86585991
1985,104,12,3,147,6.228511,8.11895193
1985,105,7,3,155,5.41164605,8.03393485
1985,106,2,3,51,6.1527327,9.75271934
1985,107,2,1,19,5.52304551,9.76540548
1985,108,2,3,15,3.51749784,9.77776788
1985,109,5,3,70,6.13988455,10.5567954
1985,110,2,3,2,3.4657359,9.77786426
1985,111,5,3,0,5.32105685,10.5635213
1985,112,1,3,1,3.8918203,10.2696486
1985,113,3,3,37,5.70077797,9.55133396
1985,114,5,2,200,7.59195308,10.5164971
1985,115,15,2,46,6.97589598,9.73686733
1985,116,1,3,0,5.66122286,10.2613455
1985,117,2,3,19,3.97593633,9.77665598
1985,118,9,2,14,4.27579679,8.85928483
1985,119,1,3,0,3.68135119,10.269971
1985,120,8,3,3,4.09600984,7.81028339
1985,121,6,3,0,4.18965474,7.918844
1985,122,9,3,31,4.59511985,8.855433
1985,123,4,3,65,5.65843637,9.07462953
1985,124,5,3,11,7.69741007,10.510508
1985,125,7,1,178,4.67282883,8.0711724
1985,126,4,3,0,3.58905912,9.10291668
1985,127,3,3,16,3.87949981,9.5690033
1985,128,9,3,32,4.7765993,8.85261973
1985,129,8,3,29,5.16820868,7.76231065
1985,130,6,3,94,5.99146455,7.78928554
1985,131,15,1,46,5.80306394,9.77960226
1985,132,6,3,1,3.42751469,7.93156925
1985,133,6,3,3,3.8815638,7.92519071
1985,134,5,3,46,4.26267988,10.5669678
1985,135,5,3,0,5.56183481,10.5620809
1985,136,15,1,5,8.50053451,9.47911024
1985,137,15,1,33,6.43683295,9.76287461
1985,138,5,1,103,6.26247957,10.5552197
1985,139,12,3,37,5.90590666,8.15974652
1985,140,2,3,21,4.82028157,9.77263488
1985,141,15,1,2,4.03069454,9.79504655
1985,142,15,1,4,6.00547308,9.77538675
1985,143,4,3,0,5.16706908,9.08729671
1985,144,7,3,20,6.04144448,7.96809521
1985,145,5,3,0,3.36729583,10.5680488
1985,146,13,3,2,3.79548919,6.94620361
1985,147,5,1,789,7.99620888,10.4893856
1985,148,10,1,0,4.0653769,9.11198827
1985,149,2,1,17,5.45636765,9.7663322
1985,150,5,3,4,3.72328088,10.5677298
1985,151,3,3,5,4.18205014,9.56780796
1985,152,2,2,87,5.40753809,9.76697221
1985,153,1,3,29,3.8897774,10.2696521
1985,154,3,3,16,4.27109507,9.56738121
1985,155,5,2,7,4.73467906,10.5658643
1985,156,9,3,41,5.25332,8.84219763
1985,157,12,3,1,4.55387689,8.23469765
1985,158,9,3,0,3.83729946,8.86290602
1985,159,7,3,26,5.16478597,8.04969915
1985,160,5,3,49,5.99645209,10.5584071
1985,161,12,3,7,4.07753744,8.24420267
1985,162,5,1,136,7.14458087,10.5356773
1985,163,10,3,0,3.18221184,9.11575318
1985,164,5,2,390,7.19567905,10.5339105
1985,165,12,3,30,5.07953927,8.2171146
1985,166,2,1,0,3.54276095,9.77771899
1985,167,13,3,13,3.52929738,6.95616159
1985,168,2,3,138,5.6167711,9.76399215
1985,169,3,3,65,5.65248918,9.55233606
1985,170,1,3,30,6.82023468,10.2391219
1985,171,7,3,4,4.11414719,8.08537969
1985,172,4,3,28,5.64932629,9.07492727
1985,173,5,3,14,4.29456061,10.5669086
1985,174,15,1,4,6.95842957,9.73796154
1985,175,3,3,16,5.19904937,9.55968951
1985,176,4,3,49,5.33849916,9.08358035
1985,177,5,3,154,5.50533154,10.5624509
1985,178,6,3,0,3.78645978,6.94658844
1985,179,12,3,0,4.19569706,8.24225622
1985,180,3,3,80,6.40208302,9.52948058
1985,181,3,3,4,4.56434819,9.56567238
1986,1,4,3,51,5.62744563,9.10201178
1986,2,5,3,89,5.18969952,10.5831939
1986,3,2,3,38,4.08781925,9.80319285
1986,4,2,1,59,5.91728597,9.78580833
1986,5,11,4,2,4.49423661,8.76323946
1986,6,5,1,1,6.86251639,10.5633263
1986,7,1,3,11,6.1043576,10.2010654
1986,8,11,3,0,4.90183617,8.75617182
1986,9,3,3,0,4.75611014,9.55819309
1986,10,2,3,55,5.60400706,9.79141084
1986,11,4,3,19,5.40069784,9.10827633
1986,12,7,3,48,5.35520474,7.94913896
1986,13,5,3,41,5.11110582,10.5835374
1986,14,3,3,6,3.78861442,9.56327172
1986,15,3,3,0,4.82733765,9.5575866
1986,16,5,3,5,3.17805383,10.5871241
1986,17,12,3,3,3.8147597,8.35182544
1986,18,7,3,6,4.51860217,7.99062242
1986,19,5,3,200,7.70636053,10.5300391
1986,20,14,3,0,3.79959148,9.56323745
1986,21,2,1,387,6.82026234,9.7546859
1986,22,4,3,51,5.28851337,9.11087681
1986,23,2,1,528,7.12578176,9.73550702
1986,24,9,3,34,4.23233753,8.86029745
1986,25,10,3,20,3.65665858,9.10995663
1986,26,15,1,69,6.1452739,9.92750306
1986,27,1,3,57,6.60467064,10.1902116
1986,28,10,3,4,4.34348862,9.10571944
1986,29,9,3,0,3.80612034,8.86368377
1986,30,13,3,4,3.71772761,8.00022405
1986,31,3,2,104,5.9279462,9.53972661
1986,32,10,3,0,5.15709094,9.0949268
1986,33,7,3,17,5.62075429,7.92614915
1986,34,15,3,15,6.5710879,9.91534127
1986,35,6,3,2,4.52918428,7.98279653
1986,36,5,3,3,5.72438185,10.5799751
1986,37,8,3,40,4.614879,7.84951604
1986,38,6,3,3,3.79081949,7.99917644
1986,39,3,3,0,4.44922929,9.56036102
1986,40,10,3,9,4.44694618,9.10478744
1986,41,15,1,10,7.6772365,9.84129217
1986,42,10,3,2,3.90713302,9.10873704
1986,43,3,3,6,4.93885107,9.55654507
1986,44,10,3,60,5.39007357,9.0898002
1986,45,3,3,16,6.6773906,9.50913192
1986,46,2,3,196,6.38053585,9.77342339
1986,47,9,3,0,3.80828719,8.86366997
1986,48,2,3,244,7.02802844,9.74233363
1986,49,9,3,213,6.94038773,8.71313585
1986,50,10,3,41,4.87389318,9.09972218
1986,51,7,1,24,6.15536821,7.85306154
1986,52,2,1,52,4.29391372,9.80243846
1986,53,5,3,14,4.99721227,10.5839896
1986,54,2,3,22,3.82758039,9.80394754
1986,55,7,3,102,6.39855435,7.80133656
1986,56,15,1,42,5.67281749,9.93604083
1986,57,2,3,16,4.95754321,9.7986148
1986,58,15,3,67,8.10948166,9.77717449
1986,59,3,2,199,7.02867685,9.48402441
1986,60,1,3,0,5.56704036,10.2079534
1986,61,15,3,96,8.3080247,9.73485223
1986,62,9,3,8,4.26164877,8.86000665
1986,63,11,3,4,4.26164877,8.76613964
1986,64,2,3,36,4.00422414,9.80345706
1986,65,2,3,46,4.52072757,9.80140628
