"ipip","wage1992","prtyid","ideol","gender"
3,0.673849999904633,3,3.46496558189392,0
1,0.688880026340485,2,4,1
3,0.364969998598099,1,4.85388898849487,1
3,0.320780009031296,3,3,1
3,0.16338849067688,3,3,1
5,0.609759986400604,6,2,1
4,0.320780009031296,1,4.10407304763794,1
5,0.400240004062653,6,5,1
3,0.600469946861267,3,4,1
5,0.518409967422485,3,4,1
3,0.600469946861267,2,4,1
5,0.785520017147064,7,6.37144088745117,0
5,0.785520017147064,5,5,0
5,0.267997771501541,4,6,1
5,0.362966805696487,3.36589622497559,5.64661884307861,1
3,0.644749999046326,1,6,0
3,0.320780009031296,6,5,1
3,0.385200023651123,1,3,1
3,0.504183292388916,7,5,1
3,0.315829992294312,2,5.02719640731812,1
4,0.785520017147064,3,3,0
3,0.518409967422485,7,6,1
5,0.614226460456848,7,6,0
3,1.10091006755829,6,5,0
4,0.600469946861267,6,5,1
3,0.600469946861267,2,4,1
3,0.785520017147064,5,6.30889749526978,1
5,0.414970010519028,7,4,0
4,0.36285999417305,6,4,0
3,0.65021002292633,4,4,0
4,0.464899986982346,4,4.20220470428467,1
5,0.785520017147064,5,4,1
3,0.785520017147064,2,2,0
3,0.785520017147064,1,3,1
4,0.785520017147064,7,5,0
3,0.600469946861267,5,6.06139659881592,0
4,0.511519968509674,4,4.41344690322876,0
5,0.80973881483078,5,4,0
4,0.673849999904633,5,6,0
3,0.785520017147064,6,5,0
4,0.673849999904633,6,5,0
3,0.614226460456848,6,6,0
3,0.622995257377625,7,6,0
2,0.793409943580627,5,6,0
3,0.701979994773865,2,5,0
5,0.320780009031296,1,2.68664360046387,1
3,0.487359970808029,3,3,0
4,0.394959986209869,4,5,1
5,0.529449999332428,3,5.04173040390015,0
4,0.320780009031296,1,4,1
5,0.785520017147064,2,6,0
3,0.609759986400604,2,4,1
3,0.614226460456848,3,2,0
4,0.267989993095398,1,3,1
4,0.394959986209869,4,4,1
5,0.785520017147064,3,4,0
3,0.614226460456848,5,6,0
3,0.65021002292633,7,6,0
5,0.343410015106201,4,6.60743618011475,1
3,0.8400399684906,6,4,0
5,0.267989993095398,7,5,1
3,0.267989993095398,1,4,1
5,0.745015799999237,1,-0.296849191188812,1
5,0.65021002292633,5,6,1
4,0.312420010566711,2,3,1
2,0.511519968509674,3,5,0
2,0.785520017147064,7,5,0
2,0.662838101387024,2,4,1
1,0.487359970808029,5,3,0
5,0.614226460456848,6,3,1
1,0.306689947843552,7,6,1
5,0.265219986438751,5,4,1
3,0.343410015106201,2,3.16801023483276,1
1,0.320780009031296,3,1,0
3,0.785520017147064,6,4,0
3,0.793409943580627,2,5,0
4,0.453769207000732,5,3.63040781021118,1
4,0.903599977493286,7,4,1
3,0.414970010519028,7,7,0
5,0.407070010900497,1,3.03778076171875,1
3,0.8400399684906,5,6,0
3,0.673849999904633,1,5,0
3,0.529449999332428,5,4,1
5,0.267989993095398,3,2.03698754310608,1
5,0.785520017147064,6,2.36983060836792,0
3,0.785520017147064,7,6,0
3,0.688880026340485,5,4,1
5,0.390350013971329,3,7,0
3,0.381099998950958,4,3.0704083442688,0
3,0.461620002985001,1,4,0
4,0.394959986209869,3,4,1
4,0.65021002292633,7,6,0
1,0.673849999904633,7,6,1
3,0.42778155207634,5,5,1
3,0.581430017948151,3,2.51162791252136,0
3,0.511519968509674,3,2,0
3,0.478804916143417,6,5.71668148040771,0
3,0.343410015106201,3,3.3339216709137,1
1,0.785520017147064,2,7,1
3,0.461620002985001,5,6,0
5,0.698559999465942,2,7,0
5,0.401980012655258,2,5.70079374313354,1
5,0.785520017147064,3,4,0
4,0.387620002031326,2,2.92053580284119,1
4,0.400240004062653,2,6.27981281280518,1
5,0.267989993095398,1,4.40790271759033,1
3,0.335929989814758,4,4.89830875396729,0
1,0.520840048789978,6,4,0
2,0.600469946861267,4,4,0
3,0.673849999904633,1,2,0
5,0.394959986209869,3,2,1
4,0.394959986209869,6,6,1
5,0.401980012655258,3,5,1
3,0.673849999904633,1,5,1
3,0.614226460456848,3,1,0
4,0.457309991121292,3,4,0
4,0.394959986209869,7,5,1
5,0.600469946861267,2,4,1
3,0.407070010900497,2,4,1
4,0.701979994773865,7,4,1
3,0.903599977493286,4,5,0
3,0.315829992294312,6,6.17561721801758,0
5,0.387620002031326,1,2,1
5,0.614226460456848,1,6,0
4,0.315829992294312,4,4,0
3,0.312420010566711,5,6.08860874176025,1
3,0.600469946861267,4,3,1
3,0.343410015106201,2,3.40188908576965,0
4,0.367390006780624,5.41527605056763,4.69061803817749,0
4,0.440597921609879,2,4,0
5,0.343410015106201,3,4,1
2,0.400240004062653,1,4,1
4,0.320780009031296,7,5,1
3,0.414970010519028,5,5,0
5,0.903599977493286,7,5,0
4,0.600469946861267,6,3,1
5,0.903599977493286,5,5,0
3,0.609759986400604,5,3,1
3,0.394959986209869,6,3.58933353424072,1
4,0.499787837266922,6,5,0
3,0.401980012655258,3,1.95580458641052,0
5,0.539574503898621,2,6,1
1,0.688880026340485,2,2,1
2,0.592509984970093,4,6,0
4,0.464700013399124,1,2,1
4,0.688880026340485,7,4,1
3,0.408399999141693,2,5,0
3,1.10091006755829,6,5,0
5,0.614226460456848,7,6,0
5,0.267989993095398,4,5.83299875259399,1
5,0.408399999141693,1,7.00065183639526,1
4,0.408399999141693,3,5.19912910461426,1
5,0.477019995450974,2,5.02477979660034,0
3,0.487359970808029,4,3,0
3,0.343410015106201,3,6,1
3,0.65021002292633,3,2,1
4,0.334471851587296,2,3.48762488365173,1
3,0.446730017662048,3,2,0
5,0.600469946861267,5,6,1
5,0.267989993095398,3.23180246353149,4.82750988006592,0
3,0.600469946861267,2,3,1
3,0.488031029701233,1,4.10285329818726,1
5,0.518409967422485,7,5,0
4,0.36285999417305,5,2.80101847648621,0
5,0.414970010519028,4,2.83084964752197,0
3,0.400240004062653,5,2.69131922721863,1
3,0.785520017147064,5,2.85743474960327,1
3,0.777340054512024,7,7,0
4,0.600469946861267,2,4,1
5,0.785520017147064,7,6,0
4,0.614226460456848,2,-0.518262565135956,1
4,0.401980012655258,2,3.3257884979248,0
3,0.309140026569366,7,7.07710409164429,1
4,0.477019995450974,2,2.78895783424377,0
3,0.394959986209869,1,1,1
5,0.381099998950958,2,4,1
4,0.637282431125641,1,7,1
5,0.446730017662048,4,3,1
2,0.785520017147064,6,4,1
4,0.343410015106201,4,2,1
5,0.427269995212555,2,7,0
4,0.688880026340485,2,4,1
3,0.785520017147064,6,5,1
3,0.511519968509674,2,5,0
4,0.440597921609879,1,5.55574035644531,0
4,0.785520017147064,3,3,0
3,0.427269995212555,1,3.756427526474,0
4,0.407070010900497,3,2,1
3,0.343410015106201,4,4,0
4,0.267989993095398,2,4,0
3,0.267989993095398,1,3.90988874435425,1
4,0.394959986209869,3,3.08626389503479,1
3,0.343410015106201,6,4,1
4,0.343410015106201,2,4,0
5,0.592509984970093,2,4,0
3,0.3887699842453,7,3.41306066513062,0
5,0.659118115901947,7,6,0
4,0.461620002985001,1,2.68716907501221,0
3,0.394959986209869,4,4,1
4,0.614226460456848,5,4,1
5,0.673849999904633,6,4,1
3,0.673849999904633,7,6,0
3,0.785520017147064,7,6,0
3,0.394959986209869,3,4.99820327758789,1
5,0.712408185005188,3,4.26210975646973,1
3,0.343410015106201,6,6,1
4,0.571849822998047,6,2,1
4,0.592509984970093,1,3.86421322822571,0
3,0.487359970808029,2,2,0
1,0.676253855228424,4,1,1
3,0.614226460456848,3,2,1
5,0.267989993095398,3,4,1
4,0.444300800561905,6,5,0
3,0.400531262159348,2,4,1
3,0.464899986982346,6,6,1
4,0.320780009031296,7,6,1
3,0.529449999332428,1,3,0
2,0.600469946861267,7,6,1
4,0.414970010519028,7,6,0
5,0.387620002031326,5,6,1
3,0.62365996837616,1,2.51774168014526,0
2,0.785520017147064,4,5.55884218215942,0
3,0.673849999904633,5,6.94436883926392,1
3,0.267989993095398,4,6.06037330627441,1
3,0.461620002985001,1,1,0
5,0.475062072277069,7,6,1
3,0.701979994773865,6,5,0
2,0.600469946861267,4,3.88554930686951,1
3,0.267989993095398,1,6,1
5,0.364969998598099,5,3,1
4,0.343410015106201,1,4,1
4,0.387620002031326,6,3.16240286827087,1
3,0.520840048789978,4,4.69895935058594,0
4,0.614226460456848,3,3,0
5,0.400240004062653,7,6,0
3,0.785520017147064,6,6,0
5,0.65021002292633,1,4,1
5,0.903599977493286,3,4,0
3,0.400240004062653,6,4,1
3,0.654334127902985,5,4.63528633117676,1
2,0.364969998598099,2,3.03438401222229,1
5,0.464700013399124,3,2,1
3,0.903599977493286,5,3,1
5,0.315829992294312,1,3.55668425559998,1
4,0.511519968509674,5,4.10155582427979,0
2,0.436052143573761,6,4,1
4,0.315829992294312,3,3,1
3,0.400240004062653,6,4,1
5,0.407070010900497,3,4,1
4,0.335929989814758,2,1,0
4,0.374091625213623,4,4,1
4,0.173265114426613,3,6.46794843673706,1
4,0.320780009031296,5,4.23946714401245,1
3,0.600469946861267,2,4,1
3,0.446730017662048,1,4,0
5,0.343410015106201,2,4.24274778366089,1
4,1.13774001598358,1,1,0
3,0.518409967422485,1,4,0
5,0.8400399684906,7,7,0
1,0.408399999141693,3,2,1
5,0.375711649656296,2,4.84176301956177,1
3,0.785520017147064,5,5.80201625823975,0
5,0.545379996299744,4,4,0
3,0.309140026569366,3,4,0
5,0.400240004062653,5,4,1
3,0.315829992294312,1.6545022726059,3.85696029663086,0
4,0.903599977493286,5,5,0
3,0.189989998936653,4,3.25884985923767,1
2,0.367390006780624,4,4,0
5,0.315829992294312,7,6,0
5,0.267989993095398,2,1,1
3,0.390350013971329,4,3,0
5,0.440597921609879,5,7,0
2,0.343410015106201,1,2,1
3,0.785520017147064,2,3,1
3,0.536693871021271,2,2.73854446411133,1
3,0.65021002292633,7,6.35406541824341,1
3,0.315829992294312,1,3,1
5,0.673849999904633,4,6,0
3,0.315829992294312,3,2,0
2,0.261489987373352,2,5,1
3,0.520794451236725,5,5,1
3,0.267989993095398,4,4.33944225311279,1
3,0.572871029376984,6,5,0
2,0.394959986209869,6,6.91394329071045,1
4,0.614226460456848,4,4,0
1,0.461620002985001,5,5,0
1,0.903599977493286,6,5,0
4,0.461620002985001,1,1,0
5,0.777340054512024,5,5,0
3,0.903599977493286,5,5,0
4,0.265219986438751,3,3.83465838432312,0
3,0.267989993095398,7,4,1
4,0.777340054512024,3,3,0
3,0.644749999046326,2,2,0
3,0.614226460456848,7,6,1
4,0.785520017147064,7,6,0
3,0.320780009031296,1,4,1
5,0.487359970808029,2,4.87872648239136,0
3,0.75151002407074,1,3.51613712310791,0
5,0.25148993730545,3,5.91592741012573,1
3,0.545379996299744,5,6,0
3,0.644749999046326,7,5,1
3,1.00193548202515,1,2,1
5,0.688880026340485,6,3,0
4,0.644749999046326,3,3,0
3,0.785520017147064,3,2,1
4,0.414970010519028,1,6,0
3,0.401980012655258,4,5.20301342010498,1
4,0.359872758388519,2,5.81299829483032,1
3,0.8400399684906,1,3,1
3,0.646990895271301,6,6,1
3,0.394959986209869,5,2.52682423591614,1
3,0.231336563825607,3,1.24428200721741,1
4,0.609759986400604,3,3,0
3,0.511519968509674,3,4,0
3,0.367390006780624,2,3,1
3,0.8400399684906,4,3,0
4,0.364095002412796,3,2,1
3,0.320780009031296,1,4.72669696807861,1
5,0.592509984970093,6,5,1
3,0.592509984970093,6,5,0
3,0.644749999046326,2,2,1
4,0.903599977493286,5,5,0
2,0.701979994773865,5,5,0
3,0.461620002985001,4,4,0
4,0.487359970808029,5,6,0
4,0.673849999904633,2,3,1
2,0.614226460456848,4,4,0
3,0.36285999417305,4,4,0
3,0.5994171500206,4,4,1
3,0.581430017948151,4,4,0
5,0.343410015106201,2,4.59817552566528,1
3,0.609759986400604,5,6,1
4,0.600469946861267,2,5,1
2,0.343410015106201,3,3,1
5,0.408399999141693,5,4,1
3,0.511519968509674,3,2.95138096809387,0
3,0.189989998936653,3,5,1
5,0.614226460456848,4,6.67728281021118,1
3,0.688880026340485,6,4,1
5,0.315829992294312,1,6.21588659286499,1
3,0.785520017147064,4,4,0
3,0.408600002527237,1,4.34449148178101,1
3,0.267989993095398,5,3,1
4,0.867016017436981,7,3,0
4,0.511519968509674,4,4.69785022735596,0
5,0.335929989814758,2,3.39301776885986,0
5,0.401980012655258,1,2,1
4,0.688880026340485,1,3.33890390396118,1
1,0.189989998936653,1,3.91756868362427,1
1,0.84213000535965,2,1,0
3,0.627936720848083,6,5,1
4,0.267989993095398,2,6.27266883850098,1
4,0.16524749994278,4,3.07569360733032,1
3,0.394959986209869,6,6,1
5,0.511519968509674,2,5,0
5,0.666519105434418,7,4,1
5,0.614226460456848,5,7,0
1,0.343410015106201,2,4,0
3,0.785520017147064,4,4,1
4,0.343410015106201,4,5,1
4,0.440597921609879,4,2.48663878440857,0
3,0.315829992294312,2,2,0
5,0.532429993152618,4,4,0
3,0.320780009031296,3,2.563148021698,1
1,0.336679995059967,6,5,0
4,0.394959986209869,7,3,1
4,0.390350013971329,4,5.41775369644165,0
1,0.793409943580627,3,4,0
3,0.673849999904633,5,4,0
5,0.400240004062653,4,4,0
5,0.614226460456848,6,5,0
5,0.532429993152618,5,6,1
4,0.408399999141693,2,3.28479504585266,0
3,0.343410015106201,5,4.51061534881592,0
1,0.644749999046326,6,6,0
3,0.8400399684906,4,3.5827009677887,1
3,0.571621835231781,5,4,1
3,0.0939344689249992,2,7,1
3,0.464700013399124,5,4,1
3,0.581430017948151,5,5,0
3,0.312420010566711,3,7.8877854347229,1
3,0.320780009031296,1,4.09238433837891,1
3,0.408600002527237,1,2.87649273872375,1
4,0.267989993095398,4,5,1
5,0.267989993095398,2,4.11112260818481,1
3,0.785520017147064,3,2,0
2,0.427269995212555,2,6,0
5,0.408399999141693,4.04388523101807,3,0
3,0.394959986209869,3,4,1
5,0.267989993095398,6,4,0
3,0.614226460456848,7,5,0
5,0.518409967422485,5,7,0
3,0.84213000535965,3,2,1
4,0.312420010566711,1,4,1
5,0.312420010566711,2,4,1
3,0.394959986209869,2,4,1
4,0.609759986400604,5,4,1
5,0.468820005655289,0.852510154247284,4,1
4,0.385200023651123,3,4,0
4,1.13774001598358,2,3,0
3,0.532429993152618,7,6,0
3,0.614226460456848,2,4,0
3,0.644749999046326,3,4,1
4,0.320780009031296,2,2.74257946014404,1
5,0.609759986400604,2,4.60399913787842,1
4,0.343410015106201,3,5,0
4,0.662460029125214,4,3,0
5,0.600469946861267,3,4,1
2,0.320780009031296,1,2,0
2,0.312420010566711,3,4,0
4,0.62365996837616,1,4,0
3,0.600469946861267,-0.26667383313179,4,1
3,0.614226460456848,5,4,0
3,0.315007418394089,5,4.62512111663818,1
3,0.189989998936653,2,6,1
3,0.408600002527237,1,3,1
3,0.401980012655258,5,6.88208532333374,1
3,0.261489987373352,5,6,1
5,0.511519968509674,2,3.73023843765259,0
4,0.407070010900497,3,4,1
3,0.482979446649551,6,5.38846874237061,1
5,0.532429993152618,6,6,1
3,0.461620002985001,5,3.4664614200592,0
4,0.416175127029419,4,5,1
1,0.607177257537842,2,3.88111710548401,0
3,0.335929989814758,5,4,0
4,0.343410015106201,2,2,1
4,0.614226460456848,1,2,0
1,0.614226460456848,1,2,0
3,0.8400399684906,7,6,0
4,0.487359970808029,2,3,0
4,0.532429993152618,7,4,1
4,0.464899986982346,2,3.69538402557373,0
4,0.408600002527237,3,4,0
5,0.401980012655258,5,5,0
4,0.701979994773865,3,3.94751906394958,0
3,0.387620002031326,5,7,1
3,0.312420010566711,2,6,1
3,0.312420010566711,5,4,1
5,0.600469946861267,7,2,0
5,0.532429993152618,7,6,0
3,0.408399999141693,1,3,0
4,0.511519968509674,1,7,0
3,0.662460029125214,6,4,0
5,0.364969998598099,6,7.1798357963562,1
3,0.343410015106201,5,4.97250413894653,0
1,0.341922610998154,3,2,1
3,0.511519968509674,4,3.51834774017334,0
4,0.673849999904633,4,4.17615938186646,1
4,0.315829992294312,7,4,0
3,0.427269995212555,7,2,0
4,0.343410015106201,2,5,1
3,0.408399999141693,3,5,1
3,0.315829992294312,3,4,1
5,0.566308796405792,6,6,1
3,0.401980012655258,4,5,0
5,0.408399999141693,4,4,1
5,0.401980012655258,1,6.2204532623291,1
4,0.393042534589767,3,4,0
5,0.314216583967209,6,5,1
5,0.315829992294312,4,4,0
5,0.394959986209869,5,6,1
3,0.461620002985001,6,5,0
4,0.189989998936653,2,4.36956214904785,1
4,0.249531701207161,1,2,1
5,0.34280464053154,1,4,1
3,0.673849999904633,5,5,1
4,0.511519968509674,4,5.33679580688477,0
3,0.387620002031326,6,5,0
3,0.592509984970093,2,4,0
3,0.267989993095398,4,4,1
5,0.785520017147064,6,6,0
3,0.36285999417305,2,1.67616724967957,1
5,0.408399999141693,5,6,0
4,0.267989993095398,6,7,1
1,0.538513779640198,5,4,1
5,0.614226460456848,6,5,1
5,0.401980012655258,3,7.15872097015381,1
3,0.903599977493286,6,4,0
4,0.407070010900497,3,6,1
2,0.457309991121292,6,6.86884784698486,0
2,0.644749999046326,5,4,0
4,0.62365996837616,7,6,0
4,0.267989993095398,2,7,1
3,0.414970010519028,5,2,0
4,0.484591841697693,6,5,0
3,0.609759986400604,7,6.19691133499146,1
3,0.785520017147064,1,4,1
4,0.903599977493286,6,3,0
1,0.609759986400604,3,6,1
5,0.62365996837616,2,4,0
3,0.341554641723633,4.79221343994141,3.26849341392517,1
3,0.400240004062653,1,2,1
4,0.614226460456848,7,6,1
5,0.614226460456848,2,4,0
4,0.518409967422485,1,4,0
5,0.785520017147064,5,4,0
5,0.614226460456848,6,3,1
4,0.427269995212555,3,3.65357089042664,0
3,0.604453861713409,5,4,1
5,0.267989993095398,4,4,0
3,0.903599977493286,4,4,0
5,0.688880026340485,6,4,1
5,0.312420010566711,6,4,1
3,0.532429993152618,1,5,0
4,0.673849999904633,6,4,1
3,0.309140026569366,4,2.46065187454224,0
3,0.785520017147064,6,5,1
4,0.600469946861267,5,7,1
5,0.785217940807343,1,4,1
4,0.487359970808029,5,6.27820110321045,0
4,0.589974164962769,5,3,0
4,0.785520017147064,6,7,0
1,0.644749999046326,3,2,0
1,0.309140026569366,5,5,0
4,0.673849999904633,3,2,0
5,0.532429993152618,2,3.16478800773621,0
5,0.315829992294312,1,5.26910352706909,1
3,0.440597921609879,4,7,0
3,0.343410015106201,5,6,1
3,0.320780009031296,2,2.31690502166748,1
5,0.364969998598099,1,6,1
5,0.674729883670807,2,1,1
4,0.69616049528122,5,5,1
3,0.464700013399124,5,5.76077890396118,1
5,0.487359970808029,7,4.93457126617432,0
3,0.461620002985001,7,4,0
5,0.315829992294312,1,7,0
2,0.84213000535965,3,1,1
3,0.13687989115715,3,4.88696050643921,1
3,0.600469946861267,6,4,1
3,0.487359970808029,4,5,0
3,0.487359970808029,1,4,0
3,0.785520017147064,6,4,0
4,0.343410015106201,3,4,1
5,0.533468723297119,6,6,1
3,0.387620002031326,4,4.29152393341064,1
5,0.614226460456848,6,5,1
3,0.343410015106201,2,3,0
5,0.315829992294312,2,4,0
5,0.785520017147064,7,5,0
3,0.532429993152618,6,4,1
1,0.630266070365906,7,6,1
3,0.903599977493286,2,3,0
3,0.343410015106201,5,6,0
3,0.261489987373352,3,2.95676898956299,1
3,0.688880026340485,5,3,1
4,0.400240004062653,5,4.96074295043945,1
3,0.65021002292633,2,3,1
4,0.817809522151947,4,3.44603228569031,1
3,0.364667475223541,1,3,1
3,0.785520017147064,3,2,1
3,0.401980012655258,4,4,0
5,0.390350013971329,2,6,0
3,0.331231117248535,6,8.2171049118042,1
3,0.785520017147064,6,6,0
3,0.84213000535965,2,3,1
1,0.320780009031296,1,4,1
4,0.430218011140823,2,3,0
3,0.785520017147064,3,3,0
3,0.461620002985001,1,3.27263522148132,1
3,0.511519968509674,7,7,0
3,0.36285999417305,3,5,1
3,0.793409943580627,2,2,1
3,0.477019995450974,1,4,0
3,0.614226460456848,5,5,0
3,0.381099998950958,2.90274882316589,3.47876453399658,1
4,0.367390006780624,2,4,0
2,0.644749999046326,2,4,0
3,0.600469946861267,5,6,0
3,0.408399999141693,4,4,1
3,0.600469946861267,2,4,1
5,0.614226460456848,4,4,0
5,0.614226460456848,6,5.58706855773926,0
4,0.253662496805191,5,4,1
5,0.774174869060516,6,4,1
4,0.626160502433777,1,4.13980674743652,1
5,0.267989993095398,2,3.91566014289856,1
2,0.394959986209869,2,3,1
2,0.407070010900497,5,1.77899968624115,1
3,0.394959986209869,5,3,1
3,0.394959986209869,3,3,1
4,0.785520017147064,6,6,0
5,0.487359970808029,7,3,0
5,0.566379189491272,3,4,1
5,0.401980012655258,1,1,0
3,0.343410015106201,5,3,1
4,0.8400399684906,3,4,0
4,0.785520017147064,2,4,0
5,0.592509984970093,4,6,0
4,0.359522700309753,6,4,1
5,0.785520017147064,6,4,0
5,0.394959986209869,2,4,1
3,0.84213000535965,3,3,0
1,0.394959986209869,3.53800392150879,3.46281480789185,1
4,0.35770982503891,7,5,1
5,0.345020025968552,6,6.31789493560791,1
3,0.312420010566711,2,5,1
3,0.295762002468109,3,3.15275454521179,1
4,0.446730017662048,2,4,0
3,0.581430017948151,2,3,0
3,0.609759986400604,1,2,1
4,0.394959986209869,2,4.04111242294312,1
3,0.688880026340485,4,4,1
5,0.511519968509674,1,6,0
3,0.688880026340485,1,2,0
5,0.644749999046326,4,3,0
5,0.592509984970093,4,4,0
5,0.320780009031296,2,5.18153858184814,1
5,0.785520017147064,6,6,0
4,0.600469946861267,5,3,1
4,0.511519968509674,6,6,0
3,0.903599977493286,6,5,0
3,0.785520017147064,1,2,1
3,0.532429993152618,3,1,0
3,0.65021002292633,4,4,1
5,0.614226460456848,2,3,1
4,0.511519968509674,1,7,0
1,0.348561972379684,5,3.97700023651123,1
4,0.440597921609879,3,4.98549652099609,0
3,0.267989993095398,6,4,1
3,0.785520017147064,2,4,1
5,0.550116539001465,2,4,1
3,1.13774001598358,3,4,0
3,0.320780009031296,6,5.39602613449097,1
5,0.532429993152618,1,4,1
5,0.600469946861267,5,6,1
1,0.785520017147064,5,5,0
3,0.785520017147064,5,5,1
5,0.491205722093582,3,5.21474981307983,1
1,0.688880026340485,6,5,0
2,0.400240004062653,2,4,1
1,0.688880026340485,5,5,1
5,0.673849999904633,6,5,1
3,0.407070010900497,7,5,1
3,0.785520017147064,5,6,1
4,1.10091006755829,6,5,0
4,0.401980012655258,7,2,0
5,0.600469946861267,6,5,0
3,0.614226460456848,2,5,0
3,0.343410015106201,1,3,1
3,0.685644447803497,1,2,1
5,0.785520017147064,7,5,1
5,0.609759986400604,5,4,1
2,0.65021002292633,3,2,0
2,1.13774001598358,1,2,0
3,0.407070010900497,4,4.90986013412476,1
4,0.3887699842453,2,4,0
4,0.65021002292633,5,6,0
4,0.903599977493286,4,4,0
5,0.406390011310577,2,2.45336627960205,1
3,0.357767909765244,1,2,1
2,0.609759986400604,2,2,1
5,0.592509984970093,7,6.00879049301147,0
3,0.688880026340485,3,5,1
5,0.701979994773865,5,5,0
2,1.10091006755829,1,1,1
5,0.408600002527237,2,5.68919134140015,1
3,0.414970010519028,5,6,0
4,0.364969998598099,6,4,1
4,0.673849999904633,4,4,1
4,0.267989993095398,1,5,1
5,0.477019995450974,6,2,0
4,0.309140026569366,5,5,0
3,0.394959986209869,2,2,1
4,0.592509984970093,1,4.83237981796265,0
3,0.785520017147064,2,7.2681393623352,0
4,0.785520017147064,6,3,1
5,0.112032942473888,1,3.86284518241882,1
3,0.644749999046326,1,4,1
