"ipip","wage1992","prtyid","ideol","gender"
3,0.414970010519028,7,6,0
5,0.309140026569366,4,3,0
4,0.406390011310577,1,2,1
3,0.673849999904633,7,6,1
5,0.511519968509674,1,2,0
3,0.614226460456848,2,2,0
3,0.261489987373352,2,3.53189373016357,1
4,0.600469946861267,1,5,1
5,0.785520017147064,7,7,0
5,0.367855280637741,1,5,1
3,0.364969998598099,5,5,0
3,0.320780009031296,2.5825674533844,7,1
3,0.336679995059967,2,5.1537070274353,0
5,0.390350013971329,3,4,0
3,0.785520017147064,7,4,0
3,0.446730017662048,5,4,0
3,0.464582681655884,7,6,1
1,0.309140026569366,7,4,0
2,0.408399999141693,7,4,1
3,0.592509984970093,7,2,0
3,0.662460029125214,1,2,0
1,0.267989993095398,2,3.87543201446533,1
5,0.592509984970093,3,5,0
3,0.903599977493286,2,2,0
5,0.477019995450974,5,4.02478885650635,0
3,0.545379996299744,5,4.12862682342529,0
5,0.688880026340485,5,6,1
5,0.309140026569366,2,5.17816638946533,0
5,0.265219986438751,4,4.76787281036377,0
4,0.592509984970093,1,2,1
3,0.701979994773865,7,6,1
3,0.903599977493286,5,5,0
3,0.408600002527237,1,4.9262375831604,0
3,0.785520017147064,1,2,1
2,0.529449999332428,1,4,0
4,0.320780009031296,7,2,1
5,0.364969998598099,5,3,1
3,0.361250013113022,2,1.37606799602509,1
5,0.662460029125214,4,3.76905560493469,0
4,0.673849999904633,4,5,1
4,0.371906965970993,5,4,1
3,0.532429993152618,1,5.39482116699219,0
3,0.440597921609879,1,2,0
4,0.367390006780624,4,4.78055953979492,0
3,0.785520017147064,5,5,0
4,0.688880026340485,2,5,0
4,0.385200023651123,4,3.53268527984619,0
4,0.199046343564987,3,6,1
5,0.701979994773865,6,4,0
3,0.401980012655258,1,4,0
3,-0.00638717552646995,5,5.7596492767334,1
3,0.343410015106201,2,1.56325805187225,1
2,0.65021002292633,4,3,1
5,0.380224108695984,7,6,0
3,0.343410015106201,4,4,0
3,0.785520017147064,6,5,0
4,0.592509984970093,1,4,0
5,0.374682396650314,1,6,0
4,0.437683671712875,4,4,1
3,0.398828119039536,2,3.97582912445068,1
3,0.673849999904633,3,4.54935598373413,0
1,0.688880026340485,2,4,1
3,0.364969998598099,1,3.10654282569885,1
3,0.320780009031296,3,3,1
3,0.423102706670761,3,3,1
5,0.609759986400604,6,2,1
4,0.320780009031296,1,4.07226848602295,1
5,0.400240004062653,6,5,1
3,0.600469946861267,3,4,1
5,0.518409967422485,3,4,1
3,0.600469946861267,2,4,1
5,0.785520017147064,7,5.82351636886597,0
5,0.785520017147064,5,5,0
5,0.328335046768188,4,6,1
5,0.561365485191345,6.59710502624512,3.25647830963135,1
3,0.644749999046326,1,6,0
3,0.320780009031296,6,5,1
2,0.385200023651123,1,3,1
3,0.652875363826752,7,5,1
3,0.315829992294312,2,3.68178963661194,1
4,0.785520017147064,3,3,0
3,0.518409967422485,7,6,1
5,0.614226460456848,7,6,0
3,1.10091006755829,6,5,0
4,0.600469946861267,6,5,1
3,0.600469946861267,2,4,1
3,0.785520017147064,5,2.76409912109375,1
5,0.414970010519028,7,4,0
4,0.36285999417305,6,4,0
3,0.65021002292633,4,4,0
4,0.464899986982346,4,4.1004900932312,1
5,0.785520017147064,5,4,1
3,0.785520017147064,2,2,0
3,0.785520017147064,1,3,1
4,0.785520017147064,7,5,0
3,0.600469946861267,5,6.58780813217163,0
4,0.511519968509674,4,1.97842371463776,0
5,0.54657244682312,5,4,0
4,0.673849999904633,5,6,0
3,0.785520017147064,6,5,0
4,0.673849999904633,6,5,0
3,0.614226460456848,6,6,0
3,0.450982511043549,7,6,0
2,0.793409943580627,5,6,0
3,0.701979994773865,2,5,0
5,0.320780009031296,1,5.19290637969971,1
3,0.487359970808029,3,3,0
4,0.394959986209869,4,5,1
3,0.529449999332428,3,2.97414803504944,0
4,0.320780009031296,1,4,1
5,0.785520017147064,2,6,0
3,0.609759986400604,2,4,1
3,0.614226460456848,3,2,0
4,0.267989993095398,1,3,1
4,0.394959986209869,4,4,1
5,0.785520017147064,3,4,0
3,0.614226460456848,5,6,0
3,0.65021002292633,7,6,0
5,0.343410015106201,4,2.94420123100281,1
3,0.8400399684906,6,4,0
5,0.267989993095398,7,5,1
3,0.267989993095398,1,4,1
5,0.511013925075531,1,5.40827894210815,1
5,0.65021002292633,5,6,1
4,0.312420010566711,2,3,1
2,0.511519968509674,3,5,0
4,0.785520017147064,7,5,0
2,0.330639004707336,2,4,1
2,0.487359970808029,5,3,0
5,0.614226460456848,6,3,1
1,0.473084628582001,7,6,1
5,0.265219986438751,5,4,1
3,0.343410015106201,2,3.12525248527527,1
1,0.320780009031296,3,1,0
3,0.785520017147064,6,4,0
3,0.793409943580627,2,5,0
4,0.254971265792847,5,2.35050797462463,1
4,0.903599977493286,7,4,1
3,0.414970010519028,7,7,0
5,0.407070010900497,1,5.55712413787842,1
3,0.8400399684906,5,6,0
3,0.673849999904633,1,5,0
3,0.529449999332428,5,4,1
4,0.267989993095398,3,6.00183439254761,1
5,0.785520017147064,6,2.90231037139893,0
3,0.785520017147064,7,6,0
3,0.688880026340485,5,4,1
5,0.390350013971329,3,7,0
3,0.381099998950958,4,6.4399266242981,0
3,0.461620002985001,1,4,0
4,0.394959986209869,3,4,1
4,0.65021002292633,7,6,0
1,0.673849999904633,7,6,1
3,0.674402832984924,5,5,1
3,0.581430017948151,3,3.55085492134094,0
4,0.511519968509674,3,2,0
3,0.107811816036701,6,1.91441881656647,0
3,0.343410015106201,3,4.71202278137207,1
5,0.785520017147064,2,7,1
3,0.461620002985001,5,6,0
5,0.698559999465942,2,7,0
5,0.401980012655258,2,3.38527917861938,1
5,0.785520017147064,3,4,0
4,0.387620002031326,2,1.95575344562531,1
4,0.400240004062653,2,2.7119607925415,1
5,0.267989993095398,1,4.28016185760498,1
4,0.335929989814758,4,4.50389766693115,0
1,0.520840048789978,6,4,0
2,0.600469946861267,4,4,0
3,0.673849999904633,1,2,0
3,0.394959986209869,3,2,1
5,0.394959986209869,6,6,1
4,0.401980012655258,3,5,1
3,0.673849999904633,1,5,1
3,0.614226460456848,3,1,0
4,0.457309991121292,3,4,0
4,0.394959986209869,7,5,1
5,0.600469946861267,2,4,1
3,0.407070010900497,2,4,1
4,0.701979994773865,7,4,1
3,0.903599977493286,4,5,0
3,0.315829992294312,6,7.4948320388794,0
5,0.387620002031326,1,2,1
5,0.614226460456848,1,6,0
4,0.315829992294312,4,4,0
3,0.312420010566711,5,7.05251836776733,1
1,0.600469946861267,4,3,1
3,0.343410015106201,2,5.21134519577026,0
4,0.367390006780624,3.59106278419495,4.94593715667725,0
4,0.440597921609879,2,4,0
5,0.343410015106201,3,4,1
2,0.400240004062653,1,4,1
3,0.320780009031296,7,5,1
5,0.414970010519028,5,5,0
5,0.903599977493286,7,5,0
4,0.600469946861267,6,3,1
5,0.903599977493286,5,5,0
3,0.609759986400604,5,3,1
3,0.394959986209869,6,6.91857767105103,1
4,0.539449572563171,6,5,0
3,0.401980012655258,3,2.15657830238342,0
5,0.634998381137848,2,6,1
3,0.688880026340485,2,2,1
2,0.592509984970093,4,6,0
4,0.464700013399124,1,2,1
4,0.688880026340485,7,4,1
3,0.408399999141693,2,5,0
3,1.10091006755829,6,5,0
5,0.614226460456848,7,6,0
2,0.267989993095398,4,5.50802230834961,1
5,0.408399999141693,1,4.72714900970459,1
4,0.408399999141693,3,3.2297785282135,1
3,0.477019995450974,2,2.0217297077179,0
3,0.487359970808029,4,3,0
3,0.343410015106201,3,6,1
3,0.65021002292633,3,2,1
4,0.644085943698883,2,3.81509566307068,1
3,0.446730017662048,3,2,0
5,0.600469946861267,5,6,1
5,0.267989993095398,4.24174737930298,6.5552453994751,0
3,0.600469946861267,2,3,1
2,0.778448581695557,1,2.50978922843933,1
5,0.518409967422485,7,5,0
4,0.36285999417305,5,4.96987915039062,0
5,0.414970010519028,4,3.72264862060547,0
3,0.400240004062653,5,2.64602398872375,1
3,0.785520017147064,5,5.39557838439941,1
3,0.777340054512024,7,7,0
4,0.600469946861267,2,4,1
3,0.785520017147064,7,6,0
4,0.614226460456848,2,3.95041537284851,1
5,0.401980012655258,2,5.09800481796265,0
3,0.309140026569366,7,4.20940208435059,1
4,0.477019995450974,2,2.44015264511108,0
3,0.394959986209869,1,1,1
5,0.381099998950958,2,4,1
4,0.51968652009964,1,7,1
5,0.446730017662048,4,3,1
2,0.785520017147064,6,4,1
4,0.343410015106201,4,2,1
5,0.427269995212555,2,7,0
4,0.688880026340485,2,4,1
3,0.785520017147064,6,5,1
3,0.511519968509674,2,5,0
4,0.440597921609879,1,4.23041009902954,0
4,0.785520017147064,3,3,0
3,0.427269995212555,1,4.93946313858032,0
4,0.407070010900497,3,2,1
3,0.343410015106201,4,4,0
4,0.267989993095398,2,4,0
3,0.267989993095398,1,4.55511331558228,1
4,0.394959986209869,3,3.80592632293701,1
3,0.343410015106201,6,4,1
4,0.343410015106201,2,4,0
5,0.592509984970093,2,4,0
3,0.3887699842453,7,4.66554689407349,0
5,0.724745333194733,7,6,0
4,0.461620002985001,1,3.13242936134338,0
5,0.394959986209869,4,4,1
4,0.614226460456848,5,4,1
5,0.673849999904633,6,4,1
3,0.673849999904633,7,6,0
3,0.785520017147064,7,6,0
3,0.394959986209869,3,1.74333083629608,1
5,0.434224933385849,3,7.390061378479,1
3,0.343410015106201,6,6,1
4,0.533624589443207,6,2,1
4,0.592509984970093,1,3.77920508384705,0
3,0.487359970808029,2,2,0
1,0.530169486999512,4,1,1
3,0.614226460456848,3,2,1
5,0.267989993095398,3,4,1
4,0.53030651807785,6,5,0
3,0.492552846670151,2,4,1
3,0.464899986982346,6,6,1
4,0.320780009031296,7,6,1
3,0.529449999332428,1,3,0
2,0.600469946861267,7,6,1
4,0.414970010519028,7,6,0
5,0.387620002031326,5,6,1
3,0.62365996837616,1,0.479466140270233,0
4,0.785520017147064,4,2.494633436203,0
3,0.673849999904633,5,7.46404123306274,1
3,0.267989993095398,4,5.20007610321045,1
3,0.461620002985001,1,1,0
5,0.373678416013718,7,6,1
3,0.701979994773865,6,5,0
3,0.600469946861267,4,5.03603506088257,1
3,0.267989993095398,1,6,1
5,0.364969998598099,5,3,1
4,0.343410015106201,1,4,1
4,0.387620002031326,6,2.92419338226318,1
3,0.520840048789978,4,3.04756546020508,0
4,0.614226460456848,3,3,0
5,0.400240004062653,7,6,0
3,0.785520017147064,6,6,0
5,0.65021002292633,1,4,1
5,0.903599977493286,3,4,0
3,0.400240004062653,6,4,1
4,0.179810717701912,5,4.32490015029907,1
2,0.364969998598099,2,1.36119771003723,1
5,0.464700013399124,3,2,1
3,0.903599977493286,5,3,1
5,0.315829992294312,1,3.76408195495605,1
4,0.511519968509674,5,5.51286029815674,0
2,0.452747583389282,6,4,1
4,0.315829992294312,3,3,1
3,0.400240004062653,6,4,1
5,0.407070010900497,3,4,1
4,0.335929989814758,2,1,0
4,0.232586488127708,4,4,1
5,0.535550355911255,3,5.36215496063232,1
4,0.320780009031296,5,3.29301786422729,1
3,0.600469946861267,2,4,1
3,0.446730017662048,1,4,0
5,0.343410015106201,2,1.06095457077026,1
2,1.13774001598358,1,1,0
3,0.518409967422485,1,4,0
5,0.8400399684906,7,7,0
1,0.408399999141693,3,2,1
5,0.332814574241638,2,3.29610681533813,1
3,0.785520017147064,5,2.77225351333618,0
5,0.545379996299744,4,4,0
3,0.309140026569366,3,4,0
4,0.400240004062653,5,4,1
3,0.315829992294312,2.05802249908447,4.56648588180542,0
4,0.903599977493286,5,5,0
3,0.189989998936653,4,4.88723564147949,1
2,0.367390006780624,4,4,0
5,0.315829992294312,7,6,0
5,0.267989993095398,2,1,1
3,0.390350013971329,4,3,0
5,0.440597921609879,5,7,0
2,0.343410015106201,1,2,1
3,0.785520017147064,2,3,1
3,0.585814595222473,2,5.96691846847534,1
3,0.65021002292633,7,6.14346504211426,1
3,0.315829992294312,1,3,1
5,0.673849999904633,4,6,0
4,0.315829992294312,3,2,0
2,0.261489987373352,2,5,1
3,0.397123485803604,5,5,1
3,0.267989993095398,4,2.78566193580627,1
3,0.789225220680237,6,5,0
5,0.394959986209869,6,2.95354270935059,1
4,0.614226460456848,4,4,0
1,0.461620002985001,5,5,0
1,0.903599977493286,6,5,0
4,0.461620002985001,1,1,0
5,0.777340054512024,5,5,0
3,0.903599977493286,5,5,0
4,0.265219986438751,3,3.82370138168335,0
3,0.267989993095398,7,4,1
4,0.777340054512024,3,3,0
3,0.644749999046326,2,2,0
3,0.614226460456848,7,6,1
4,0.785520017147064,7,6,0
5,0.320780009031296,1,4,1
3,0.487359970808029,2,4.43077039718628,0
3,0.75151002407074,1,2.16202783584595,0
5,0.47193843126297,3,2.52325510978699,1
3,0.545379996299744,5,6,0
3,0.644749999046326,7,5,1
3,0.710192024707794,1,2,1
5,0.688880026340485,6,3,0
4,0.644749999046326,3,3,0
3,0.785520017147064,3,2,1
4,0.414970010519028,1,6,0
3,0.401980012655258,4,6.17579078674316,1
4,0.374751597642899,2,3.34846878051758,1
3,0.8400399684906,1,3,1
3,0.751244366168976,6,6,1
3,0.394959986209869,5,3.9106273651123,1
3,0.15693686902523,3,3.08533573150635,1
4,0.609759986400604,3,3,0
3,0.511519968509674,3,4,0
3,0.367390006780624,2,3,1
3,0.8400399684906,4,3,0
4,0.426208287477493,3,2,1
3,0.320780009031296,1,3.47615814208984,1
5,0.592509984970093,6,5,1
3,0.592509984970093,6,5,0
3,0.644749999046326,2,2,1
3,0.903599977493286,5,5,0
2,0.701979994773865,5,5,0
4,0.461620002985001,4,4,0
4,0.487359970808029,5,6,0
4,0.673849999904633,2,3,1
2,0.614226460456848,4,4,0
3,0.36285999417305,4,4,0
3,0.567293167114258,4,4,1
3,0.581430017948151,4,4,0
5,0.343410015106201,2,3.50897622108459,1
3,0.609759986400604,5,6,1
4,0.600469946861267,2,5,1
2,0.343410015106201,3,3,1
5,0.408399999141693,5,4,1
3,0.511519968509674,3,1.86547696590424,0
5,0.189989998936653,3,5,1
5,0.614226460456848,4,2.99140429496765,1
3,0.688880026340485,6,4,1
5,0.315829992294312,1,0.94772058725357,1
3,0.785520017147064,4,4,0
3,0.408600002527237,1,6.0332555770874,1
3,0.267989993095398,5,3,1
4,0.572391331195831,7,3,0
4,0.511519968509674,4,4.25671148300171,0
5,0.335929989814758,2,4.62311840057373,0
5,0.401980012655258,1,2,1
4,0.688880026340485,1,3.3221218585968,1
1,0.189989998936653,1,2.29585695266724,1
1,0.84213000535965,2,1,0
3,0.752562403678894,6,5,1
4,0.267989993095398,2,4.57920837402344,1
4,0.442908644676208,4,5.00327253341675,1
4,0.394959986209869,6,6,1
5,0.511519968509674,2,5,0
5,0.797606587409973,7,4,1
5,0.614226460456848,5,7,0
1,0.343410015106201,2,4,0
3,0.785520017147064,4,4,1
4,0.343410015106201,4,5,1
4,0.440597921609879,4,5.54902744293213,0
3,0.315829992294312,2,2,0
5,0.532429993152618,4,4,0
3,0.320780009031296,3,3.76372909545898,1
1,0.336679995059967,6,5,0
4,0.394959986209869,7,3,1
4,0.390350013971329,4,5.09914398193359,0
1,0.793409943580627,3,4,0
3,0.673849999904633,5,4,0
5,0.400240004062653,4,4,0
5,0.614226460456848,6,5,0
5,0.532429993152618,5,6,1
4,0.408399999141693,2,3.85244250297546,0
3,0.343410015106201,5,5.62513637542725,0
1,0.644749999046326,6,6,0
3,0.8400399684906,4,4.6417498588562,1
3,0.733082473278046,5,4,1
3,0.348924696445465,2,7,1
3,0.464700013399124,5,4,1
3,0.581430017948151,5,5,0
3,0.312420010566711,3,1.4019478559494,1
3,0.320780009031296,1,4.31456422805786,1
5,0.408600002527237,1,2.21036767959595,1
4,0.267989993095398,4,5,1
4,0.267989993095398,2,5.68089818954468,1
3,0.785520017147064,3,2,0
2,0.427269995212555,2,6,0
5,0.408399999141693,1.22886002063751,3,0
3,0.394959986209869,3,4,1
5,0.267989993095398,6,4,0
3,0.614226460456848,7,5,0
5,0.518409967422485,5,7,0
3,0.84213000535965,3,2,1
4,0.312420010566711,1,4,1
5,0.312420010566711,2,4,1
3,0.394959986209869,2,4,1
4,0.609759986400604,5,4,1
5,0.468820005655289,0.638262271881104,4,1
4,0.385200023651123,3,4,0
3,1.13774001598358,2,3,0
3,0.532429993152618,7,6,0
3,0.614226460456848,2,4,0
4,0.644749999046326,3,4,1
4,0.320780009031296,2,2.56340646743774,1
5,0.609759986400604,2,4.80853891372681,1
4,0.343410015106201,3,5,0
4,0.662460029125214,4,3,0
5,0.600469946861267,3,4,1
2,0.320780009031296,1,2,0
2,0.312420010566711,3,4,0
4,0.62365996837616,1,4,0
1,0.600469946861267,3.77800250053406,4,1
3,0.614226460456848,5,4,0
3,0.130446329712868,5,7.88992309570312,1
3,0.189989998936653,2,6,1
3,0.408600002527237,1,3,1
3,0.401980012655258,5,5.8083086013794,1
3,0.261489987373352,5,6,1
4,0.511519968509674,2,2.72611999511719,0
4,0.407070010900497,3,4,1
3,0.212683781981468,6,4.53756999969482,1
5,0.532429993152618,6,6,1
3,0.461620002985001,5,4.06074333190918,0
5,0.341927379369736,4,5,1
1,0.659272789955139,2,4.79168462753296,0
3,0.335929989814758,5,4,0
4,0.343410015106201,2,2,1
4,0.614226460456848,1,2,0
4,0.614226460456848,1,2,0
3,0.8400399684906,7,6,0
4,0.487359970808029,2,3,0
4,0.532429993152618,7,4,1
4,0.464899986982346,2,1.57754397392273,0
4,0.408600002527237,3,4,0
3,0.401980012655258,5,5,0
4,0.701979994773865,3,3.74597835540771,0
3,0.387620002031326,5,7,1
3,0.312420010566711,2,6,1
3,0.312420010566711,5,4,1
5,0.600469946861267,7,2,0
5,0.532429993152618,7,6,0
3,0.408399999141693,1,3,0
4,0.511519968509674,1,7,0
3,0.662460029125214,6,4,0
5,0.364969998598099,6,3.23764085769653,1
3,0.343410015106201,5,4.69721221923828,0
1,0.533685922622681,3,2,1
3,0.511519968509674,4,1.9384434223175,0
4,0.673849999904633,4,3.03556895256042,1
4,0.315829992294312,7,4,0
3,0.427269995212555,7,2,0
4,0.343410015106201,2,5,1
3,0.408399999141693,3,5,1
3,0.315829992294312,3,4,1
3,0.513073086738586,6,6,1
3,0.401980012655258,4,5,0
5,0.408399999141693,4,4,1
5,0.401980012655258,1,4.06433486938477,1
4,0.649689793586731,3,4,0
5,0.531250715255737,6,5,1
5,0.315829992294312,4,4,0
5,0.394959986209869,5,6,1
3,0.461620002985001,6,5,0
4,0.189989998936653,2,3.75712895393372,1
4,0.590655744075775,1,2,1
5,0.160758391022682,1,4,1
3,0.673849999904633,5,5,1
4,0.511519968509674,4,3.84360218048096,0
3,0.387620002031326,6,5,0
3,0.592509984970093,2,4,0
3,0.267989993095398,4,4,1
4,0.785520017147064,6,6,0
3,0.36285999417305,2,5.33954906463623,1
5,0.408399999141693,5,6,0
4,0.267989993095398,6,7,1
1,0.254154682159424,5,4,1
5,0.614226460456848,6,5,1
5,0.401980012655258,3,3.26436066627502,1
3,0.903599977493286,6,4,0
4,0.407070010900497,3,6,1
2,0.457309991121292,6,6.99175310134888,0
2,0.644749999046326,5,4,0
4,0.62365996837616,7,6,0
4,0.267989993095398,2,7,1
3,0.414970010519028,5,2,0
4,0.588084578514099,6,5,0
3,0.609759986400604,7,5.44305324554443,1
3,0.785520017147064,1,4,1
4,0.903599977493286,6,3,0
1,0.609759986400604,3,6,1
5,0.62365996837616,2,4,0
3,0.333246022462845,2.55418539047241,4.61922693252563,1
3,0.400240004062653,1,2,1
4,0.614226460456848,7,6,1
5,0.614226460456848,2,4,0
3,0.518409967422485,1,4,0
4,0.785520017147064,5,4,0
5,0.614226460456848,6,3,1
4,0.427269995212555,3,1.49547433853149,0
3,0.354708582162857,5,4,1
5,0.267989993095398,4,4,0
3,0.903599977493286,4,4,0
5,0.688880026340485,6,4,1
5,0.312420010566711,6,4,1
3,0.532429993152618,1,5,0
4,0.673849999904633,6,4,1
3,0.309140026569366,4,4.01469898223877,0
3,0.785520017147064,6,5,1
4,0.600469946861267,5,7,1
5,0.46486708521843,1,4,1
4,0.487359970808029,5,2.7537214756012,0
4,0.993668854236603,5,3,0
4,0.785520017147064,6,7,0
1,0.644749999046326,3,2,0
1,0.309140026569366,5,5,0
4,0.673849999904633,3,2,0
5,0.532429993152618,2,4.47655487060547,0
5,0.315829992294312,1,4.65488290786743,1
3,0.440597921609879,4,7,0
3,0.343410015106201,5,6,1
3,0.320780009031296,2,3.57063698768616,1
5,0.364969998598099,1,6,1
5,0.36698442697525,2,1,1
4,0.4029900431633,5,5,1
3,0.464700013399124,5,4.72964572906494,1
5,0.487359970808029,7,6.96668481826782,0
3,0.461620002985001,7,4,0
5,0.315829992294312,1,7,0
2,0.84213000535965,3,1,1
3,0.157288521528244,3,4.65070533752441,1
3,0.600469946861267,6,4,1
3,0.487359970808029,4,5,0
3,0.487359970808029,1,4,0
3,0.785520017147064,6,4,0
4,0.343410015106201,3,4,1
5,0.404950648546219,6,6,1
3,0.387620002031326,4,1.16699862480164,1
5,0.614226460456848,6,5,1
1,0.343410015106201,2,3,0
5,0.315829992294312,2,4,0
5,0.785520017147064,7,5,0
3,0.532429993152618,6,4,1
1,0.656632661819458,7,6,1
3,0.903599977493286,2,3,0
3,0.343410015106201,5,6,0
3,0.261489987373352,3,3.66322112083435,1
3,0.688880026340485,5,3,1
4,0.400240004062653,5,5.47267866134644,1
3,0.65021002292633,2,3,1
3,0.559736967086792,4,4.13824653625488,1
3,0.498348295688629,1,3,1
3,0.785520017147064,3,2,1
3,0.401980012655258,4,4,0
5,0.390350013971329,2,6,0
3,0.206314191222191,6,5.17741060256958,1
3,0.785520017147064,6,6,0
3,0.84213000535965,2,3,1
1,0.320780009031296,1,4,1
4,0.223205611109734,2,3,0
3,0.785520017147064,3,3,0
3,0.461620002985001,1,3.17599654197693,1
3,0.511519968509674,7,7,0
3,0.36285999417305,3,5,1
3,0.793409943580627,2,2,1
3,0.477019995450974,1,4,0
3,0.614226460456848,5,5,0
3,0.381099998950958,1.93788743019104,2.87524938583374,1
4,0.367390006780624,2,4,0
2,0.644749999046326,2,4,0
3,0.600469946861267,5,6,0
3,0.408399999141693,4,4,1
3,0.600469946861267,2,4,1
5,0.614226460456848,4,4,0
5,0.614226460456848,6,4.49663257598877,0
4,0.608920395374298,5,4,1
5,0.483453452587128,6,4,1
4,0.682308375835419,1,3.33326101303101,1
3,0.267989993095398,2,4.28500509262085,1
2,0.394959986209869,2,3,1
2,0.407070010900497,5,3.57916784286499,1
3,0.394959986209869,5,3,1
3,0.394959986209869,3,3,1
4,0.785520017147064,6,6,0
5,0.487359970808029,7,3,0
5,0.41046279668808,3,4,1
5,0.401980012655258,1,1,0
3,0.343410015106201,5,3,1
4,0.8400399684906,3,4,0
4,0.785520017147064,2,4,0
5,0.592509984970093,4,6,0
4,0.63874626159668,6,4,1
5,0.785520017147064,6,4,0
5,0.394959986209869,2,4,1
3,0.84213000535965,3,3,0
3,0.394959986209869,3.78384351730347,7.49240255355835,1
4,0.545268297195435,7,5,1
5,0.301098138093948,6,7.19682598114014,1
3,0.312420010566711,2,5,1
3,0.214627996087074,3,3.54770088195801,1
4,0.446730017662048,2,4,0
3,0.581430017948151,2,3,0
3,0.609759986400604,1,2,1
4,0.394959986209869,2,3.13520097732544,1
3,0.688880026340485,4,4,1
5,0.511519968509674,1,6,0
3,0.688880026340485,1,2,0
4,0.644749999046326,4,3,0
5,0.592509984970093,4,4,0
5,0.320780009031296,2,5.11642551422119,1
2,0.785520017147064,6,6,0
4,0.600469946861267,5,3,1
3,0.511519968509674,6,6,0
3,0.903599977493286,6,5,0
3,0.785520017147064,1,2,1
3,0.532429993152618,3,1,0
3,0.65021002292633,4,4,1
5,0.614226460456848,2,3,1
4,0.511519968509674,1,7,0
1,0.415187507867813,5,2.54124879837036,1
4,0.440597921609879,3,3.76744270324707,0
3,0.267989993095398,6,4,1
3,0.785520017147064,2,4,1
5,0.315611481666565,2,4,1
3,1.13774001598358,3,4,0
3,0.320780009031296,6,5.4665470123291,1
5,0.532429993152618,1,4,1
5,0.600469946861267,5,6,1
1,0.785520017147064,5,5,0
3,0.785520017147064,5,5,1
2,0.695062279701233,3,2.90670943260193,1
2,0.688880026340485,6,5,0
2,0.400240004062653,2,4,1
4,0.688880026340485,5,5,1
5,0.673849999904633,6,5,1
3,0.407070010900497,7,5,1
3,0.785520017147064,5,6,1
4,1.10091006755829,6,5,0
4,0.401980012655258,7,2,0
5,0.600469946861267,6,5,0
3,0.614226460456848,2,5,0
3,0.343410015106201,1,3,1
3,0.175919651985168,1,2,1
5,0.785520017147064,7,5,1
5,0.609759986400604,5,4,1
2,0.65021002292633,3,2,0
2,1.13774001598358,1,2,0
3,0.407070010900497,4,2.58164930343628,1
4,0.3887699842453,2,4,0
4,0.65021002292633,5,6,0
4,0.903599977493286,4,4,0
2,0.406390011310577,2,2.53430891036987,1
3,0.626549899578094,1,2,1
2,0.609759986400604,2,2,1
5,0.592509984970093,7,6.51311731338501,0
3,0.688880026340485,3,5,1
5,0.701979994773865,5,5,0
2,1.10091006755829,1,1,1
5,0.408600002527237,2,4.074782371521,1
5,0.414970010519028,5,6,0
4,0.364969998598099,6,4,1
4,0.673849999904633,4,4,1
4,0.267989993095398,1,5,1
5,0.477019995450974,6,2,0
2,0.309140026569366,5,5,0
3,0.394959986209869,2,2,1
4,0.592509984970093,1,6.05966663360596,0
3,0.785520017147064,2,4.68392419815063,0
4,0.785520017147064,6,3,1
5,0.24236923456192,1,4.11814165115356,1
3,0.644749999046326,1,4,1
